(iter 5) [0.0, 1.1067, 1.5902] = 442.9362, sampling [0.0, 0.2830, 1.9659]. Recommendation = [0.0, 1.1067, 1.5902], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.1067, 1.5902] = 442.9362, sampling [0.0, -0.6944, 0.8803]. Recommendation = [0.0, 1.1067, 1.5902], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.1067, 1.5902] = 442.9362, sampling [0.0, -0.4749, 0.4119]. Recommendation = [0.0, 1.1067, 1.5902], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -1.0767, 1.4884]. Recommendation = [0.0, -0.5467, 0.4444], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -1.2731, 0.8902]. Recommendation = [0.0, -0.5467, 0.4444], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -1.6992, 1.9875]. Recommendation = [0.0, -0.6447, 0.4924], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -0.7298, 1.9409]. Recommendation = [0.0, -0.5467, 0.4444], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -1.6417, 1.3278]. Recommendation = [0.0, -0.5467, 0.4444], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 1.7754, 1.9204]. Recommendation = [0.0, -0.6447, 0.4924], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -0.7510, 1.2296]. Recommendation = [0.0, -0.6447, 0.4924], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -0.9862, 0.5113]. Recommendation = [0.0, -0.6447, 0.4924], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 0.7725, 1.0526]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 1.4178, 1.1194]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 0.1722, 0.5185]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -0.2317, 0.6396]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 0.4498, 0.8289]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, 0.7865, 1.3972]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, -0.4749, 0.4119] = 450.6506, sampling [0.0, -0.7221, 0.4901]. Recommendation = [0.0, -0.6782, 0.4843], Current Cost = 22000.00, Rho = -1.230
(iter 22) [0.0, -0.7221, 0.4901] = 453.2367, sampling [0.0, -0.1575, 0.2043]. Recommendation = [0.0, -0.6447, 0.4924], Current Cost = 23000.00, Rho = -1.230
(iter 22) [0.0, -0.7221, 0.4901] = 453.2367, sampling [0.0, 1.9987, 1.2830]. Recommendation = [0.0, -0.6525, 0.4800], Current Cost = 24000.00, Rho = -1.230
(iter 22) [0.0, -0.7221, 0.4901] = 453.2367, sampling [0.0, 1.0809, 1.1644]. Recommendation = [0.0, -0.6525, 0.4800], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 1.3342, 1.9928]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.9613, 1.0470]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -1.2513, 1.9966]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 1.0321, 1.8869]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.7130, 0.5630]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.9559, 0.7926]. Recommendation = [0.0, 1.0809, 1.1644], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.3553, 0.0977]. Recommendation = [0.0, 0.8604, 0.8845], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.4099, 0.3309]. Recommendation = [0.0, 0.8604, 0.8845], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.1015, 0.1604]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -1.2797, 1.6837]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.4288, 0.0643]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.3909, 1.4212]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.8813, 0.7459]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.4146, 1.2326]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.0854, -0.2232]. Recommendation = [0.0, 0.2128, 0.2661], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -1.1795, 1.2762]. Recommendation = [0.0, -0.3837, 0.1331], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.5157, 0.7334]. Recommendation = [0.0, -0.3837, 0.1331], Current Cost = 42000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, -0.1811, -0.0485]. Recommendation = [0.0, -0.3837, 0.1331], Current Cost = 43000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.2279, -0.2671]. Recommendation = [0.0, -0.3837, 0.1331], Current Cost = 44000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.6826, 0.0738]. Recommendation = [0.0, 0.0718, 0.0066], Current Cost = 45000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.9212, 0.4367]. Recommendation = [0.0, 0.0718, 0.0066], Current Cost = 46000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.6226, 0.3130]. Recommendation = [0.0, 0.0718, 0.0066], Current Cost = 47000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 0.0718, 0.0066]. Recommendation = [0.0, 0.0718, 0.0066], Current Cost = 48000.00, Rho = -1.230
(iter 25) [0.0, 1.0809, 1.1644] = 456.2920, sampling [0.0, 1.1904, 1.4068]. Recommendation = [0.0, -0.3837, 0.1331], Current Cost = 49000.00, Rho = -1.230
