(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.0449, 0.7568]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.4824, 1.0929]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.5664, 0.8508]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.3025, 0.4564]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.0557, 1.2543]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.3692, 0.6992]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.0986, 0.4160]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.5489, 0.5106]. Recommendation = [0.0, 0.8603, 0.4808], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.9277, 1.0434]. Recommendation = [0.0, 0.5529, 0.6683], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.7656, 0.7204]. Recommendation = [0.0, 0.5529, 0.6683], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.6246, 1.4534]. Recommendation = [0.0, 0.5529, 0.6683], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, 0.3103, 0.7706]. Recommendation = [0.0, 0.5529, 0.6683], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -0.5310, 0.4886]. Recommendation = [0.0, 0.5489, 0.5106], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -1.2913, 1.2404]. Recommendation = [0.0, 0.5489, 0.5106], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -1.0132, 1.3384]. Recommendation = [0.0, 0.5489, 0.5106], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8603, 0.4808] = 449.5536, sampling [1.0, -1.1709, 0.7875]. Recommendation = [0.0, 0.5489, 0.5106], Current Cost = 5020.00, Rho = 1.000
