(iter 5) [0.0, -0.1257, 0.8690] = 382.2436, sampling [0.0, 1.3705, 1.6173]. Recommendation = [0.0, -0.1257, 0.8690], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.3705, 1.6173] = 449.3506, sampling [0.0, 0.7215, 1.2645]. Recommendation = [0.0, 1.3705, 1.6173], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.3705, 1.6173] = 449.3506, sampling [0.0, 1.9858, 1.9727]. Recommendation = [0.0, 1.3705, 1.6173], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.3705, 1.6173] = 449.3506, sampling [0.0, 1.2782, 0.8840]. Recommendation = [0.0, 1.3705, 1.6173], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.3705, 1.6173] = 449.3506, sampling [0.0, 0.7862, 1.9924]. Recommendation = [0.0, 1.3705, 1.6173], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.3705, 1.6173] = 449.3506, sampling [0.0, 0.6294, 0.6476]. Recommendation = [0.0, 1.3705, 1.6173], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.6294, 0.6476] = 449.8421, sampling [0.0, 0.3527, 0.9304]. Recommendation = [0.0, 0.6294, 0.6476], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.6294, 0.6476] = 449.8421, sampling [0.0, 1.9455, 0.6946]. Recommendation = [0.0, 0.6294, 0.6476], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.6294, 0.6476] = 449.8421, sampling [0.0, 0.9437, 0.9919]. Recommendation = [0.0, 0.6294, 0.6476], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 1.0805, 1.3651]. Recommendation = [0.0, 0.9437, 0.9919], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 0.2501, 1.4505]. Recommendation = [0.0, 0.9437, 0.9919], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 0.3214, 0.3182]. Recommendation = [0.0, 0.9437, 0.9919], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 0.7115, 0.3962]. Recommendation = [0.0, 0.9437, 0.9919], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 0.4265, 0.5052]. Recommendation = [0.0, 0.5441, 0.4963], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, 0.9437, 0.9919] = 455.2700, sampling [0.0, 0.8605, 0.6981]. Recommendation = [0.0, 0.5815, 0.4525], Current Cost = 19000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.1001, 1.6271]. Recommendation = [0.0, 0.7916, 0.7003], Current Cost = 20000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.5627, 0.1244]. Recommendation = [0.0, 0.7916, 0.7003], Current Cost = 21000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.0697, 0.5351]. Recommendation = [0.0, 0.5558, 0.3841], Current Cost = 22000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.1117, 1.1520]. Recommendation = [0.0, 0.5558, 0.3841], Current Cost = 23000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, -1.9589, 1.9237]. Recommendation = [0.0, 0.5558, 0.3841], Current Cost = 24000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.2630, 0.0892]. Recommendation = [0.0, 0.5558, 0.3841], Current Cost = 25000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.4668, -0.0923]. Recommendation = [0.0, 0.4478, 0.2433], Current Cost = 26000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.8360, 0.1394]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 27000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.9383, 0.4468]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 28000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.0076, 0.8280]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 29000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.0754, 0.2537]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 30000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.5558, 0.3841]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 31000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.8839, 1.4793]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 32000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.9202, -1.9068]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 33000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.7779, -0.1308]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 34000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.2641, 1.9099]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 35000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 0.3309, 0.7178]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 36000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.2752, 1.3032]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 37000.00, Rho = -1.230
(iter 19) [0.0, 0.8605, 0.6981] = 456.1005, sampling [0.0, 1.2197, 1.5076]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 38000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.2959, 0.3911]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 39000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.7083, 0.8490]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 40000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.3916, 0.6910]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 41000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.4858, 1.1684]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 42000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -1.0985, 1.1407]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 43000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.8852, 1.3928]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 44000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -1.0534, 0.7983]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 45000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.9405, 1.1337]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 46000.00, Rho = -1.230
(iter 38) [0.0, 1.2197, 1.5076] = 456.2116, sampling [0.0, -0.6380, 0.5112]. Recommendation = [0.0, 0.3577, 0.1331], Current Cost = 47000.00, Rho = -1.230
