(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.1101, 0.4198]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.2666, 0.3025]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.0248, 0.2180]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, 0.0766, 0.8759]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.2715, 0.6642]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.0172, 1.4183]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, 0.0222, 0.5629]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.1251, -0.1996]. Recommendation = [0.0, -0.2626, 0.0585], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.3873, -0.2707]. Recommendation = [0.0, -0.2480, 0.0616], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, -0.4448, 0.0470]. Recommendation = [0.0, -0.2480, 0.0616], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.2626, 0.0585] = 454.6950, sampling [0.0, 0.0459, -0.0522]. Recommendation = [0.0, -0.2731, 0.0282], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.0212, 0.0698]. Recommendation = [0.0, -0.2731, 0.0282], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.3222, -0.1590]. Recommendation = [0.0, -0.2731, 0.0282], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.4943, 0.2677]. Recommendation = [0.0, -0.2731, 0.0282], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.4379, 0.4542]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.3156, 0.3631]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.1201, 0.3647]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.2119, 0.1442]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 22000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.3933, 0.6557]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 23000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.1825, -0.4820]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 24000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.6555, 1.0474]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 25000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.4020, 1.0578]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 26000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.5470, -0.5828]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 27000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, -0.5966, -0.1282]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 28000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.6991, 0.6940]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 29000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.5739, 0.5133]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 30000.00, Rho = -1.230
(iter 15) [0.0, 0.0459, -0.0522] = 455.0953, sampling [0.0, 0.4882, 0.8203]. Recommendation = [0.0, -0.3449, 0.2343], Current Cost = 31000.00, Rho = -1.230
