(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9639, 0.5764]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.1168, 1.0199]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.6152, 0.3499]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7977, 0.8808]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.8841, 0.0780]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.6614, 0.6203]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.0977, 1.2148]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.4372, 0.2050]. Recommendation = [0.0, -0.3286, 0.0354], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.3600, 1.1999]. Recommendation = [0.0, -0.4372, 0.2050], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9034, 1.1009]. Recommendation = [0.0, -0.4372, 0.2050], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.3727, 0.4331]. Recommendation = [0.0, -0.4372, 0.2050], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.8034, 1.4873]. Recommendation = [0.0, -0.5725, 0.4039], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.0462, 0.7877]. Recommendation = [0.0, -0.5725, 0.4039], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.5900, 0.1853]. Recommendation = [0.0, -0.5725, 0.4039], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7955, 0.5062]. Recommendation = [0.0, -0.5725, 0.4039], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.5229, 0.5584]. Recommendation = [0.0, -0.5725, 0.4039], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.8275, 0.7357]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.4746, 0.0987]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.6085, 0.7468]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7335, 0.3250]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9256, 0.8863]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.3375, 0.6899]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.5725, 0.4039]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7275, 1.0100]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7579, 0.5755]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9173, 0.9944]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.1688, 0.3099]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.3049, 0.3562]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2304, 0.0917]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.4200, -0.1993]. Recommendation = [0.0, -0.4509, 0.1550], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2561, -0.0872]. Recommendation = [0.0, -0.2304, 0.0917], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.0566, 1.1651]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9986, 0.9088]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7085, 0.6935]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2197, 0.5114]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.9091, 0.8260]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7009, 0.1618]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.6392, 0.4046]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.0803, 0.1002]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.1318, 0.0120]. Recommendation = [0.0, -0.2880, 0.0518], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2605, -0.0242]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.5837, -0.2652]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.3980, 0.5616]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.8320, 0.3415]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.0508, 1.5228]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.0595, -0.1543]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2363, -0.2994]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.2084, -0.0747]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.0103, 0.3752]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.0945, 0.1111]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.0760, -0.0835]. Recommendation = [0.0, -0.1933, 0.0647], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.1933, 0.0647]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.7479, 0.8237]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.3718, 0.3607]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.0377, -0.1763]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.1228, 0.3311]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.4509, 0.1550]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.3494, 1.4400]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -0.0126, 0.5806]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.2948, 1.7303]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.3343, 1.5676]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.1281, 1.8255]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, -1.5012, 1.7169]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.2396, 0.1472]. Recommendation = [0.0, -0.1318, 0.0120], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.3286, 0.0354] = 454.0089, sampling [1.0, 0.1974, -0.0334]. Recommendation = [0.0, 0.0991, 0.1371], Current Cost = 5069.00, Rho = 1.000
