(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.5525, 0.7394]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.4271, 0.5340]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.5785, 0.5939]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.3410, 0.8570]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.4874, 0.6728]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.7641, 0.7581]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.6256, 0.9191]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.6169, 0.5057] = 454.5891, sampling [0.0, 0.7364, 0.5895]. Recommendation = [0.0, 0.6169, 0.5057], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.6793, 0.7540]. Recommendation = [0.0, 0.6416, 0.5681], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.6416, 0.5681]. Recommendation = [0.0, 0.6416, 0.5681], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.8356, 1.0364]. Recommendation = [0.0, 0.7364, 0.5895], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.9729, 0.8536]. Recommendation = [0.0, 0.7364, 0.5895], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.9502, 0.6374]. Recommendation = [0.0, 0.7364, 0.5895], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.7364, 0.5895] = 456.0075, sampling [0.0, 0.9906, 0.9978]. Recommendation = [0.0, 0.7767, 0.6297], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 0.7288, 1.3047]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.0714, 1.2005]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 0.9704, 1.1523]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.1074, 1.0991]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.2329, 0.8491]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.2450, 1.2917]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.0346, 1.3958]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 25000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.2518, 1.4818]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 26000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.1108, 1.5578]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 27000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.2041, 1.4277]. Recommendation = [0.0, 1.2041, 1.4277], Current Cost = 28000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.3869, 1.1512]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 29000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 0.9345, 1.6218]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 30000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.0366, 1.2578]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 31000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 0.7767, 0.6297]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 32000.00, Rho = -1.230
(iter 18) [0.0, 0.9906, 0.9978] = 456.2726, sampling [0.0, 1.1463, 1.1655]. Recommendation = [0.0, 0.9906, 0.9978], Current Cost = 33000.00, Rho = -1.230
