(iter 5) [0.0, 0.3529, 0.9481] = 388.0532, sampling [0.0, -0.3698, 1.0737]. Recommendation = [0.0, 0.3529, 0.9481], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3529, 0.9481] = 388.0532, sampling [0.0, -1.1827, 1.4245]. Recommendation = [0.0, 0.3529, 0.9481], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -1.1827, 1.4245] = 451.4692, sampling [0.0, -1.5139, 1.9658]. Recommendation = [0.0, -1.1827, 1.4245], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -1.1827, 1.4245] = 451.4692, sampling [0.0, -1.9075, 1.3734]. Recommendation = [0.0, -1.1827, 1.4245], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -1.1827, 1.4245] = 451.4692, sampling [0.0, -0.9685, 1.9462]. Recommendation = [0.0, -1.1827, 1.4245], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -1.1827, 1.4245] = 451.4692, sampling [0.0, -0.7818, 1.4014]. Recommendation = [0.0, -1.1827, 1.4245], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -1.1827, 1.4245] = 451.4692, sampling [0.0, -0.9361, 0.9754]. Recommendation = [0.0, -1.1827, 1.4245], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -0.6265, 0.6207]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -0.1621, 0.7622]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -0.7090, 0.8676]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -1.0376, 0.6804]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -1.1200, 1.6419]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, -0.9361, 0.9754] = 451.5701, sampling [0.0, -0.5683, 0.3054]. Recommendation = [0.0, -0.9361, 0.9754], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.2520, 0.4966]. Recommendation = [0.0, -0.5683, 0.3054], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.8169, 0.5303]. Recommendation = [0.0, -0.5060, 0.5127], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -1.2757, 1.0661]. Recommendation = [0.0, -0.5060, 0.5127], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.9358, 1.2188]. Recommendation = [0.0, -0.5060, 0.5127], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.4382, 0.7651]. Recommendation = [0.0, -0.5060, 0.5127], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.0118, 1.1061]. Recommendation = [0.0, -0.5683, 0.3054], Current Cost = 23000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -1.3006, 1.9743]. Recommendation = [0.0, -0.5683, 0.3054], Current Cost = 24000.00, Rho = -1.230
(iter 17) [0.0, -0.5683, 0.3054] = 453.8097, sampling [0.0, -0.1937, 0.0888]. Recommendation = [0.0, -0.5683, 0.3054], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, 0.1152, 0.4958]. Recommendation = [0.0, -0.1937, 0.0888], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, -0.5476, 0.0132]. Recommendation = [0.0, -0.2238, 0.2413], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, -0.2238, 0.2413]. Recommendation = [0.0, -0.2238, 0.2413], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, -0.8601, 0.2622]. Recommendation = [0.0, -0.4886, 0.1204], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, -0.5886, 1.7160]. Recommendation = [0.0, -0.4886, 0.1204], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, 0.0277, 0.1696]. Recommendation = [0.0, -0.4886, 0.1204], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, -0.1937, 0.0888] = 454.6116, sampling [0.0, -0.2031, -0.1625]. Recommendation = [0.0, -0.0496, 0.2489], Current Cost = 32000.00, Rho = -1.230
