(iter 5) [0.0, -0.1495, 0.7224] = 405.9768, sampling [0.0, 0.3419, 0.2634]. Recommendation = [0.0, -0.1495, 0.7224], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3419, 0.2634] = 453.7196, sampling [0.0, 0.4556, 0.8114]. Recommendation = [0.0, 0.3419, 0.2634], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3419, 0.2634] = 453.7196, sampling [0.0, -0.0683, 0.0059]. Recommendation = [0.0, 0.3419, 0.2634], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.9631, 0.3313]. Recommendation = [0.0, -0.0683, 0.0059], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.4646, -0.2531]. Recommendation = [0.0, -0.0683, 0.0059], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.0181, 0.3741]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.0312, -0.4184]. Recommendation = [0.0, 0.2164, 0.1892], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.2330, -0.0815]. Recommendation = [0.0, 0.1648, -0.0100], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 1.0124, -0.2021]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, -0.0683, 0.0059] = 455.1587, sampling [0.0, 0.9158, 0.8167]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 0.6849, 0.5097]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 0.5841, 1.3885]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 1.4878, 0.5915]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 0.6559, 0.2059]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, -0.3965, -0.0645]. Recommendation = [0.0, 0.1731, 0.0757], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, -0.2153, -0.3207]. Recommendation = [0.0, 0.0069, -0.0740], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 0.3500, 0.5182]. Recommendation = [0.0, -0.0542, -0.0935], Current Cost = 21000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, 0.0375, 1.1497]. Recommendation = [0.0, -0.0542, -0.0935], Current Cost = 22000.00, Rho = -1.230
(iter 14) [0.0, 0.9158, 0.8167] = 456.2442, sampling [0.0, -0.2547, 0.1928]. Recommendation = [0.0, -0.0542, -0.0935], Current Cost = 23000.00, Rho = -1.230
