(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2138, 0.0614]. Recommendation = [0.0, -0.1984, -0.0365], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.0577, 0.1550]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.1559, 0.2347]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2873, 0.1279]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.3316, -0.0302]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.0569, 0.4162]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.0638, 0.3235]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2905, 0.2938]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.4063, 0.0726]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.3489, 0.1561]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2331, 0.4237]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.0129, 0.0101]. Recommendation = [0.0, -0.2138, 0.0614], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.0886, 0.1733]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.0407, 0.1072]. Recommendation = [0.0, -0.0407, 0.1072], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.0317, 0.0486]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.0149, -0.1059]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2102, -0.1951]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.3376, -0.1341]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.3853, 0.0130]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.3961, 0.2062]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.2465, 0.2725]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, -0.1062, -0.2190]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.2576, 0.3314]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.3050, 0.6893]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.2682, 0.1762]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.1887, 0.3502]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.3653, 0.3102]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.3619, 0.2245]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.3256, 0.1485]. Recommendation = [0.0, 0.0129, 0.0101], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.3973, 0.3893]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.2833, 0.4309]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.5227, 0.3606]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.6244, 0.6642]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.4792, 0.5986]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.7332, 0.9659]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.7277, 0.4645]. Recommendation = [0.0, 0.3256, 0.1485], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.8259, 0.7921]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.9064, 0.5847]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.0104, 0.8725]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.9477, 0.7815]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.0065, 1.1308]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.8971, 0.9156]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.1091, 0.9942]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.1405, 1.3393]. Recommendation = [0.0, 0.7277, 0.4645], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.9434, 1.3651]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.2134, 1.1767]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.0687, 1.2099]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.9757, 0.9544]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 1.0509, 1.0574]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.5675, 0.2140]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.1984, -0.0365] = 454.2878, sampling [1.0, 0.7143, 0.3721]. Recommendation = [0.0, 1.1405, 1.3393], Current Cost = 5055.00, Rho = 1.000
