(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.2124, -0.3013]. Recommendation = [0.0, -0.3525, -0.2541], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.2637, -0.2061]. Recommendation = [0.0, -0.2124, -0.3013], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.2052, -0.4528]. Recommendation = [0.0, -0.2637, -0.2061], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.4415, -0.4604]. Recommendation = [0.0, -0.2637, -0.2061], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.2760, -0.5724]. Recommendation = [0.0, -0.2637, -0.2061], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0984, -0.1641]. Recommendation = [0.0, -0.2637, -0.2061], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0184, -0.3767]. Recommendation = [0.0, -0.0984, -0.1641], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.3257, 0.0321]. Recommendation = [0.0, -0.0984, -0.1641], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.4551, -0.0907]. Recommendation = [0.0, -0.3257, 0.0321], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0649, 0.1196]. Recommendation = [0.0, -0.3257, 0.0321], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0541, -0.0594]. Recommendation = [0.0, -0.3257, 0.0321], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.2102, 0.1354]. Recommendation = [0.0, -0.0541, -0.0594], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.1268, -0.1633]. Recommendation = [0.0, -0.0541, -0.0594], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.1576, 0.0677]. Recommendation = [0.0, -0.0541, -0.0594], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.0158, 0.0956]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0377, 0.3296]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.0603, 0.2291]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.3310, 0.3111]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.1795, 0.3445]. Recommendation = [0.0, -0.0489, 0.1412], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.4962, 0.0754]. Recommendation = [0.0, -0.0489, 0.1412], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.3992, -0.0325]. Recommendation = [0.0, -0.0489, 0.1412], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.5752, 0.2696]. Recommendation = [0.0, -0.0489, 0.1412], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.3216, 0.5210]. Recommendation = [0.0, -0.0489, 0.1412], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.5244, 0.3820]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.0284, 0.4999]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.6404, -0.0127]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.1211, 0.4008]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.1375, 0.6947]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, -0.4347, 0.5272]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.1420, -0.3241]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.2244, -0.0069]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.3145, 0.2450]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.2454, 0.3202]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3525, -0.2541] = 440.1531, sampling [1.0, 0.3020, -0.1048]. Recommendation = [0.0, 0.1576, 0.0677], Current Cost = 5038.00, Rho = 1.000
