(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.3078, -0.0798]. Recommendation = [0.0, 0.6816, 0.0291], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.4231, 0.3880]. Recommendation = [0.0, 0.3078, -0.0798], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.9007, 0.3835]. Recommendation = [0.0, 0.3078, -0.0798], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.6945, 0.7035]. Recommendation = [0.0, 0.5285, 0.2409], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.5866, 0.2273]. Recommendation = [0.0, 0.5248, 0.2818], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.6433, 0.5016]. Recommendation = [0.0, 0.5248, 0.2818], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.1842, 0.7386]. Recommendation = [0.0, 0.5248, 0.2818], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.2983, 0.1466]. Recommendation = [0.0, 0.5248, 0.2818], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.9970, 0.7456]. Recommendation = [0.0, 0.4949, 0.1767], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.0746, 0.2512]. Recommendation = [0.0, 0.4949, 0.1767], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.2444, 0.4684]. Recommendation = [0.0, 0.4949, 0.1767], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.3338, -0.3058]. Recommendation = [0.0, 0.4949, 0.1767], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.1039, -0.1186]. Recommendation = [0.0, 0.4949, 0.1767], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.6169, 1.0274]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.4818, 0.5999]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.4878, -0.0203]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.8505, 0.8799]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.0322, 1.1729]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.7772, 0.2085]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.5534, -0.2376]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.1829, 0.5130]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.0470, 0.5199]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.1353, 0.1096]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.1447, -0.3185]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 1.1727, 0.5407]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.1495, 0.3339]. Recommendation = [0.0, 0.8153, 0.7246], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.0387, -0.0522]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.8153, 0.7246]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.4448, 0.9357]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.1085, 0.7790]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.4426, 0.5447]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.3398, 0.2955]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.2240, -0.1345]. Recommendation = [0.0, -0.0257, 0.1388], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.0492, -0.2616]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.3271, 0.3013]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.4242, 0.1180]. Recommendation = [0.0, 0.2784, 0.0594], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.5349, 0.7329]. Recommendation = [0.0, -0.2052, 0.1843], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.6150, 0.3308]. Recommendation = [0.0, -0.2052, 0.1843], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.6091, 0.6297]. Recommendation = [0.0, 0.5189, 0.2363], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.4188, 0.7086]. Recommendation = [0.0, 0.5189, 0.2363], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.5438, 0.4215]. Recommendation = [0.0, 0.5189, 0.2363], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 1.0052, 0.9644]. Recommendation = [0.0, 0.5189, 0.2363], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.4949, 0.1767]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.7650, 1.0652]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.7478, 0.7993]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.5875, 1.2694]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.7834, 0.5751]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.0257, 0.1388]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.6891, 0.8419]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.8844, 1.2157]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.4096, 0.9733]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.9199, -0.0294]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.2052, 0.1843]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.9351, 0.8314]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.7767, 0.3493]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.6529, 0.0631]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.5242, 0.1599]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.8796, 0.6182]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -1.0381, 1.1018]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -1.1143, 0.8493]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -1.0542, 0.4624]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.9476, 0.9278]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.8440, 1.1986]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.3631, 0.0384]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -1.0749, 0.6864]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.5388, 1.3641]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 0.7622, 1.1432]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 1.1135, 0.8545]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, 1.0905, 1.0325]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.4854, -0.2154]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.2279, -0.3896]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.3180, -0.1726]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.5700, -0.0331]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.6816, 0.0291] = 437.2403, sampling [1.0, -0.0708, -0.4504]. Recommendation = [0.0, 0.9507, 0.8741], Current Cost = 5078.00, Rho = 1.000
