(iter 5) [0.0, 0.2753, -0.7088] = 394.2163, sampling [0.0, 0.1373, -0.4280]. Recommendation = [0.0, 0.2753, -0.7088], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1373, -0.4280] = 435.5873, sampling [0.0, -0.1443, -0.2567]. Recommendation = [0.0, 0.1373, -0.4280], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.1443, -0.2567] = 447.2869, sampling [0.0, 0.0094, -0.0376]. Recommendation = [0.0, -0.1443, -0.2567], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.2523, 0.0151]. Recommendation = [0.0, 0.0094, -0.0376], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.0572, 0.3653]. Recommendation = [0.0, 0.0094, -0.0376], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.1214, 0.1311]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.3534, 0.3400]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.2508, 0.6808]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.5471, 0.1018]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.6192, 0.4608]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.3908, 0.2122]. Recommendation = [0.0, -0.3908, 0.2122], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.4359, 0.4780]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.4199, -0.2418]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.3747, -0.0423]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.7823, 0.2326]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.5887, 0.7809]. Recommendation = [0.0, -0.5649, 0.3620], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.2622, 1.1474]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.8119, 0.6022]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 22000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, 0.0805, 0.1502]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 23000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, 0.2499, -0.1613]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 24000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, 0.1416, -0.2725]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 25000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.5649, 0.3620]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 26000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.5592, 0.6346]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 27000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.2264, -0.1694]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 28000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, 0.0572, 0.6221]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 29000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, -0.2185, 0.4696]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 30000.00, Rho = -1.230
(iter 7) [0.0, 0.0094, -0.0376] = 455.1767, sampling [0.0, 0.2616, 0.0976]. Recommendation = [0.0, -0.1757, 0.0787], Current Cost = 31000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, 0.1089, 0.2831]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 32000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.1558, -0.4484]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 33000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.6821, -0.0357]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 34000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.8547, 0.3600]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 35000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.8124, 0.8197]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 36000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.7463, 1.0477]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 37000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.7035, 0.4893]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 38000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.0501, 0.2198]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 39000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, 0.2688, 0.2761]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 40000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, 0.1785, 0.4534]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 41000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.5244, -0.0898]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 42000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, 0.0402, 0.0668]. Recommendation = [0.0, 0.0402, 0.0668], Current Cost = 43000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.6417, 0.9244]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 44000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.7875, 0.7175]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 45000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.0244, -0.4376]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 46000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.9673, 0.8759]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 47000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.9968, 1.2781]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 48000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.7601, 1.3727]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 49000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.9254, 0.9966]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 50000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.0032, 0.5167]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 51000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.1779, 1.5386]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 52000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.2009, 1.3216]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 53000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.9460, 1.8892]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 54000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.0130, 1.5336]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 55000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.5172, 1.5713]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 56000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.3359, 1.1040]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 57000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.3434, 1.3891]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 58000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.0777, 1.2105]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 59000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -0.3047, 1.8608]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 60000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, 0.2980, -0.3413]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 61000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.1465, 1.4562]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 62000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.4480, 1.9177]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 63000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.4367, 1.7469]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 64000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.1345, 1.7705]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 65000.00, Rho = -1.230
(iter 31) [0.0, 0.2616, 0.0976] = 455.6696, sampling [0.0, -1.8498, 1.9319]. Recommendation = [0.0, 0.2616, 0.0976], Current Cost = 66000.00, Rho = -1.230
