(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.3467, 0.8247]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -1.1243, 0.8013]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.7709, 1.3801]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.2297, 0.7103]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.7733, 0.2575]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.3260, 0.2898]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -1.4950, 1.2067]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.7439, 0.5595]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -1.2130, 0.0321]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.8307, 0.8730]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.0415, 0.3605]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.5420, 0.5043]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.4094, -0.0101]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.0316, 1.2991]. Recommendation = [0.0, -0.4317, 0.2671], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.5525, 0.2695]. Recommendation = [0.0, -0.4317, 0.2671], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.1626, -0.0074]. Recommendation = [0.0, 0.6750, 0.5986], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.9889, 1.1041]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.2054, 0.3992]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.3353, 0.4991]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -1.1014, 1.3243]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.0524, 0.1652]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.6352, 0.7453]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -1.0577, 1.5206]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.5169, 0.6254]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.4554, 0.1477]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.5967, -0.0644]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.8420, 0.7137]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.2479, -0.2487]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.2039, 0.0822]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.1827, 0.2775]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.0195, -0.1943]. Recommendation = [0.0, -0.2562, 0.0116], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.9645, 1.9589]. Recommendation = [0.0, 0.0682, 0.1372], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.8222, 1.0574]. Recommendation = [0.0, 0.0682, 0.1372], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, 0.0682, 0.1372]. Recommendation = [0.0, 0.0682, 0.1372], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.6578, 0.3797]. Recommendation = [0.0, -0.2003, -0.0636], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.3394, 0.4682]. Recommendation = [0.0, -0.2003, -0.0636], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.6750, 0.5986] = 454.1480, sampling [1.0, -0.1079, -0.1559]. Recommendation = [0.0, -0.2003, -0.0636], Current Cost = 5041.00, Rho = 1.000
