(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.4320, 0.8649]. Recommendation = [0.0, 0.0389, 0.2658], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, 0.0424, 0.5030]. Recommendation = [0.0, 0.0389, 0.2658], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.9710, 1.0271]. Recommendation = [0.0, 0.0389, 0.2658], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.8770, 1.1900]. Recommendation = [0.0, -0.9710, 1.0271], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.9444, 0.8465]. Recommendation = [0.0, -0.9710, 1.0271], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -1.0960, 0.9742]. Recommendation = [0.0, -0.9444, 0.8465], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.8262, 0.9499]. Recommendation = [0.0, -0.9444, 0.8465], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.7776, 0.6614]. Recommendation = [0.0, -0.9444, 0.8465], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.4916, 0.4710]. Recommendation = [0.0, -0.7776, 0.6614], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.6836, 0.5198]. Recommendation = [0.0, -0.7776, 0.6614], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.3705, 0.3107]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.0692, 0.3658]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.9930, 0.6180]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.6726, 0.6018]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.9012, 0.7542]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.6084, 0.3952]. Recommendation = [0.0, -0.6836, 0.5198], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0389, 0.2658] = 448.3934, sampling [1.0, -0.6941, 0.7600]. Recommendation = [0.0, -0.6084, 0.3952], Current Cost = 5021.00, Rho = 1.000
