(iter 5) [0.0, -0.1392, -0.6833] = 405.6253, sampling [0.0, -0.2416, 0.8951]. Recommendation = [0.0, -0.1392, -0.6833], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.1392, -0.6833] = 405.6253, sampling [0.0, -0.5342, 1.9575]. Recommendation = [0.0, -0.1392, -0.6833], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.1392, -0.6833] = 405.6253, sampling [0.0, -0.2610, 0.1779]. Recommendation = [0.0, -0.1392, -0.6833], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.2610, 0.1779] = 453.5055, sampling [0.0, 0.3971, 0.6718]. Recommendation = [0.0, -0.2610, 0.1779], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.2610, 0.1779] = 453.5055, sampling [0.0, -1.9914, -0.8668]. Recommendation = [0.0, -0.2610, 0.1779], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.2610, 0.1779] = 453.5055, sampling [0.0, -0.6031, 0.4459]. Recommendation = [0.0, -0.2610, 0.1779], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, -0.2610, 0.1779] = 453.5055, sampling [0.0, 0.2169, -0.0214]. Recommendation = [0.0, -0.3874, 0.3228], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 1.9983, 1.9503]. Recommendation = [0.0, 0.0368, 0.1376], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 0.1163, 0.4142]. Recommendation = [0.0, 0.0368, 0.1376], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, -0.4411, -0.1784]. Recommendation = [0.0, -0.0902, 0.1038], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 0.2295, 1.2362]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, -0.8052, 0.9421]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, -0.0458, -0.2458]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 17000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, -1.8782, 1.9808]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 18000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 1.0018, 0.8849]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 19000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 0.8333, 0.3525]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 20000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 0.6877, 1.0273]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 21000.00, Rho = -1.230
(iter 11) [0.0, 0.2169, -0.0214] = 455.2178, sampling [0.0, 0.4696, 0.1823]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 22000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 1.5305, 1.0047]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 23000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -1.1292, 1.3272]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 24000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -0.5687, 1.3069]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 25000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -0.6905, 0.1085]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 26000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 0.7542, 0.7185]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 27000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -0.9250, 0.6049]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 28000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -0.2939, 0.4543]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 29000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 1.0487, 1.3638]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 30000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 0.0368, 0.1376]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 31000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -1.2115, 1.7633]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 32000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -1.4656, 1.3647]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 33000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 1.2484, 0.5029]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 34000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -0.6296, 0.7874]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 35000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 0.2941, -0.3838]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 36000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, 0.5837, -0.1025]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 37000.00, Rho = -1.230
(iter 22) [0.0, 0.4696, 0.1823] = 455.8725, sampling [0.0, -1.1085, 1.0967]. Recommendation = [0.0, -0.1227, -0.0061], Current Cost = 38000.00, Rho = -1.230
