(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.0334, 0.8050]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.2613, 1.7230]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.0072, 0.0752]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.3213, 0.3812]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.7520, 1.0733]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.4483, 0.7189]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.8388, 0.9639]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.4668, 0.3013]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -1.4825, 1.3107]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.4070, -0.2737]. Recommendation = [0.0, 0.7102, 0.4703], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.4370, 0.6684]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -1.9962, 1.9125]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.8930, 1.3062]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.2276, 1.7195]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.3489, 1.1721]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.7856, 1.6345]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 20000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.7026, 1.9481]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 21000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.0844, 0.7435]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 22000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.9987, 1.3418]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 23000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.1867, 0.3468]. Recommendation = [0.0, -0.1933, 0.0582], Current Cost = 24000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.0459, -0.2305]. Recommendation = [0.0, 0.6807, 0.5081], Current Cost = 25000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.9968, 1.2090]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 26000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.1608, 1.9951]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 27000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.2902, 1.1923]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 28000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.7770, 0.5404]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 29000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -1.2230, 0.8780]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 30000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.4976, 1.0853]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 31000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.2769, 0.0524]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 32000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.4698, 0.0000]. Recommendation = [0.0, -0.0586, -0.1354], Current Cost = 33000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.1884, -0.1378]. Recommendation = [0.0, -0.1727, -0.1243], Current Cost = 34000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.8593, 0.8517]. Recommendation = [0.0, 0.2206, 0.0940], Current Cost = 35000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -1.1754, 1.3333]. Recommendation = [0.0, 0.2206, 0.0940], Current Cost = 36000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.6063, 0.1447]. Recommendation = [0.0, 0.2206, 0.0940], Current Cost = 37000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.0602, 0.4389]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 38000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, -0.6680, -0.8645]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 39000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 0.4334, 1.9712]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 40000.00, Rho = -1.230
(iter 5) [0.0, 0.7102, 0.4703] = 456.1000, sampling [0.0, 1.1759, 1.3811]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 41000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.9170, 1.6253]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 42000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.7442, 0.1786]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 43000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -1.0029, 0.6856]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 44000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 0.9947, 0.4237]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 45000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 0.4260, -0.1501]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 46000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -1.9562, -1.8854]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 47000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.3026, -0.5151]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 48000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.2595, 0.1328]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 49000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.6823, 0.7304]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 50000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 0.8533, 0.6765]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 51000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 1.1570, 0.9355]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 52000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -1.0798, 1.1863]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 53000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.6748, -0.1817]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 54000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.6587, 0.3880]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 55000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 0.4366, 0.2879]. Recommendation = [0.0, 0.5364, 0.2469], Current Cost = 56000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.9407, 1.9522]. Recommendation = [0.0, 0.1140, -0.0155], Current Cost = 57000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 0.1767, -0.4223]. Recommendation = [0.0, 0.1140, -0.0155], Current Cost = 58000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.1458, -0.3115]. Recommendation = [0.0, 0.1140, -0.0155], Current Cost = 59000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, -0.9775, 0.4297]. Recommendation = [0.0, 0.1140, -0.0155], Current Cost = 60000.00, Rho = -1.230
(iter 41) [0.0, 1.1759, 1.3811] = 456.2688, sampling [0.0, 1.4316, 1.8952]. Recommendation = [0.0, 0.1140, -0.0155], Current Cost = 61000.00, Rho = -1.230
