(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.1765, -0.1239]. Recommendation = [0.0, -0.3170, -0.4558], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.3375, 0.2489]. Recommendation = [0.0, 0.1765, -0.1239], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.0818, 0.1246]. Recommendation = [0.0, 0.3375, 0.2489], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.0445, -0.3022]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.2920, 0.5976]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.4917, 0.0645]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.5633, 0.4303]. Recommendation = [0.0, 0.3024, 0.1162], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.2314, -0.3435]. Recommendation = [0.0, 0.3024, 0.1162], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.3024, 0.1162]. Recommendation = [0.0, 0.3024, 0.1162], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.2986, -0.0642]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.4429, 0.1815]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.4605, -0.1630]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.2399, 0.4344]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.6600, 0.2571]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.5073, 0.7013]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.1451, 0.0041]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.0096, 0.2429]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.1637, 0.0799]. Recommendation = [0.0, 0.1637, 0.0799], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.1372, 0.2116]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.1916, -0.2942]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.0386, 0.1334]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.0862, -0.4620]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.6625, 0.5710]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.5863, 0.5363]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.7864, 0.0404]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.6304, 0.3904]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.3297, -0.2429]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.1747, -0.2754]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.7553, 0.4908]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.7730, 0.3046]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.0564, 0.4106]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.6054, -0.1113]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.4721, -0.4488]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.2217, -0.0569]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.2082, 0.1119]. Recommendation = [0.0, 0.4429, 0.1815], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.1393, 0.3101]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.0683, 0.6815]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.8078, 0.6872]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.7022, 0.8124]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.9289, 0.3568]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.6031, 0.8191]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.7637, 0.1684]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, 0.3178, 0.8618]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.3170, -0.4558] = 423.6161, sampling [1.0, -0.2506, 0.0220]. Recommendation = [0.0, -0.1346, 0.0314], Current Cost = 5048.00, Rho = 1.000
