(iter 5) [0.0, -1.0729, 1.5638] = 434.9808, sampling [0.0, 0.8743, 0.3151]. Recommendation = [0.0, -1.0729, 1.5638], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.8743, 0.3151] = 436.0962, sampling [0.0, 0.7446, 0.6812]. Recommendation = [0.0, 0.8743, 0.3151], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.7446, 0.6812] = 454.6261, sampling [0.0, 0.4517, 0.4189]. Recommendation = [0.0, 0.7446, 0.6812], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.7446, 0.6812] = 454.6261, sampling [0.0, 0.7014, 0.4934]. Recommendation = [0.0, 0.7446, 0.6812], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.4477, 0.8949]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.5742, 0.1001]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.8377, -0.1981]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.6568, 0.2060]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.8954, 0.5118]. Recommendation = [0.0, 0.6131, 0.5023], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.3817, 0.1946]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.3448, 0.5991]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.8517, 0.8632]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.9421, 0.7184]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, -0.4956, 1.4786]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.6131, 0.5023]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.4433, -0.0070]. Recommendation = [0.0, 0.5669, 0.2126], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2028, 0.3636]. Recommendation = [0.0, 0.8596, 0.7108], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2221, 0.0557]. Recommendation = [0.0, 0.8596, 0.7108], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.4007, -0.1779]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.3206, 0.3281]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.8343, 1.1148]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.7133, 0.9305]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.7582, 0.3944]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 27000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.3645, 0.1167]. Recommendation = [0.0, 0.3645, 0.1167], Current Cost = 28000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.5669, 0.2126]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 29000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.1860, 0.4305]. Recommendation = [0.0, 0.7014, 0.4934], Current Cost = 30000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, -0.0030, 0.6048]. Recommendation = [0.0, 0.8596, 0.7108], Current Cost = 31000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.0188, 0.2546]. Recommendation = [0.0, 0.8596, 0.7108], Current Cost = 32000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.1954, -0.1022]. Recommendation = [0.0, 0.2582, 0.1208], Current Cost = 33000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.0577, 0.0090]. Recommendation = [0.0, 0.2582, 0.1208], Current Cost = 34000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.4951, 1.2729]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 35000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.8596, 0.7108]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 36000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.1052, 0.9878]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 37000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.5879, -0.1076]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 38000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2582, 0.1208]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 39000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.6686, 0.6751]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 40000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2748, -0.2681]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 41000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2486, 0.2710]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 42000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.2326, -0.0200]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 43000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.7891, 0.1119]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 44000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.0770, 1.3344]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 45000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.1745, 1.1528]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 46000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.9219, 1.2391]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 47000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.3106, 1.3167]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 48000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.1357, 1.5684]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 49000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 0.9055, 1.4665]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 50000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.1612, 1.4141]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 51000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.4454, 1.4586]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 52000.00, Rho = -1.230
(iter 8) [0.0, 0.7014, 0.4934] = 456.2107, sampling [0.0, 1.3547, 1.1603]. Recommendation = [0.0, 0.1117, 0.0240], Current Cost = 53000.00, Rho = -1.230
