(iter 5) [0.0, -0.0387, -0.4573] = 434.1686, sampling [0.0, -0.1270, -0.1093]. Recommendation = [0.0, -0.0387, -0.4573], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.1270, -0.1093] = 453.4571, sampling [0.0, 0.0932, -0.2294]. Recommendation = [0.0, -0.1270, -0.1093], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.1270, -0.1093] = 453.4571, sampling [0.0, -0.1153, -0.2524]. Recommendation = [0.0, -0.1270, -0.1093], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.1270, -0.1093] = 453.4571, sampling [0.0, -0.0004, 0.0030]. Recommendation = [0.0, -0.1270, -0.1093], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.2475, 0.1269]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.0790, 0.2489]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.4431, 0.4076]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.4710, 0.1526]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.7045, 0.8051]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -0.2869, 0.7062]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -1.0928, 1.2909]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -0.0004, 0.0030] = 455.2982, sampling [0.0, -1.0096, 0.8985]. Recommendation = [0.0, -0.0004, 0.0030], Current Cost = 16000.00, Rho = -1.230
