(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.2265, 0.3789]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.0111, 0.6258]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.6061, 0.2143]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.3779, 0.1627]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.4885, 0.7672]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, -0.0680, 0.2820]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.1456, 0.0538]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, -0.1704, 0.5062]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, -0.1485, 0.9158]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.5498, 0.4203]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.5551, 0.0319]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.2875, 0.6167]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.2231, 0.1870]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 1.0388, 1.1001]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.9339, 0.4924]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4278, -0.0612] = 450.0078, sampling [1.0, 0.4412, 1.1972]. Recommendation = [0.0, 0.4278, -0.0612], Current Cost = 5020.00, Rho = 1.000
