(iter 5) [0.0, -0.2224, -0.1792] = 449.5802, sampling [0.0, -1.0579, -0.5145]. Recommendation = [0.0, -0.2224, -0.1792], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2224, -0.1792] = 449.5802, sampling [0.0, -0.4021, 0.9100]. Recommendation = [0.0, -0.2224, -0.1792], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2224, -0.1792] = 449.5802, sampling [0.0, -0.0126, 1.8446]. Recommendation = [0.0, -0.2224, -0.1792], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2224, -0.1792] = 449.5802, sampling [0.0, -0.7095, 0.3149]. Recommendation = [0.0, -0.2224, -0.1792], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.7095, 0.3149] = 449.8281, sampling [0.0, 0.0932, 0.4200]. Recommendation = [0.0, -0.7095, 0.3149], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.7095, 0.3149] = 449.8281, sampling [0.0, -0.3600, 0.2832]. Recommendation = [0.0, -0.3600, 0.2832], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -0.9452, 0.8075]. Recommendation = [0.0, -0.3600, 0.2832], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -1.8847, 0.0846]. Recommendation = [0.0, -0.3600, 0.2832], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -0.1618, -0.7984]. Recommendation = [0.0, -0.4949, 0.5415], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -0.8001, 1.3542]. Recommendation = [0.0, -0.4949, 0.5415], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -0.7003, -1.6233]. Recommendation = [0.0, -0.4949, 0.5415], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, -1.7143, 1.9503]. Recommendation = [0.0, -0.4949, 0.5415], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, -0.3600, 0.2832] = 452.0888, sampling [0.0, 0.2952, 0.0038]. Recommendation = [0.0, -0.4949, 0.5415], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.2952, 0.0038] = 455.1090, sampling [0.0, 0.4869, 0.8829]. Recommendation = [0.0, -0.0478, 0.0513], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.2952, 0.0038] = 455.1090, sampling [0.0, 1.4163, 1.9540]. Recommendation = [0.0, 0.0395, 0.0746], Current Cost = 19000.00, Rho = -1.230
(iter 19) [0.0, 1.4163, 1.9540] = 455.8584, sampling [0.0, 1.1110, 1.3359]. Recommendation = [0.0, 0.0395, 0.0746], Current Cost = 20000.00, Rho = -1.230
