(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.2985, 0.7175]. Recommendation = [0.0, 0.7181, -0.8387], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.3761, 0.4472]. Recommendation = [0.0, -0.2985, 0.7175], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.1674, 0.3146]. Recommendation = [0.0, -0.3761, 0.4472], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.1959, 0.5596]. Recommendation = [0.0, -0.1674, 0.3146], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.3352, 0.2609]. Recommendation = [0.0, -0.1674, 0.3146], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.5367, 0.3181]. Recommendation = [0.0, -0.3352, 0.2609], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.6046, 0.4741]. Recommendation = [0.0, -0.5367, 0.3181], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.5002, 0.6106]. Recommendation = [0.0, -0.5545, 0.4132], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.4643, 0.1216]. Recommendation = [0.0, -0.5545, 0.4132], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.1773, -0.0350]. Recommendation = [0.0, -0.4436, 0.2284], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.2122, 0.1554]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, 0.0107, 0.1655]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.3639, -0.0307]. Recommendation = [0.0, -0.4436, 0.2284], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, 0.0855, -0.1298]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.1242, -0.2559]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.1100, -0.0712]. Recommendation = [0.0, -0.1100, -0.0712], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, 0.1410, 0.0331]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, 0.0635, 0.4663]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.0010, 0.2748]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, -0.6453, 0.2216]. Recommendation = [0.0, -0.3006, 0.1752], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.7181, -0.8387] = 272.7922, sampling [1.0, 0.0515, -0.2853]. Recommendation = [0.0, -0.4436, 0.2284], Current Cost = 5025.00, Rho = 1.000
