(iter 5) [0.0, -0.0022, -0.3150] = 445.3751, sampling [0.0, -0.7428, 0.2558]. Recommendation = [0.0, -0.0022, -0.3150], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0022, -0.3150] = 445.3751, sampling [0.0, -1.3583, 0.7293]. Recommendation = [0.0, -0.0022, -0.3150], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0022, -0.3150] = 445.3751, sampling [0.0, -0.4833, -0.1307]. Recommendation = [0.0, -0.0022, -0.3150], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0022, -0.3150] = 445.3751, sampling [0.0, -0.4997, 0.6153]. Recommendation = [0.0, -0.0022, -0.3150], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.0022, -0.3150] = 445.3751, sampling [0.0, -0.3065, 0.1658]. Recommendation = [0.0, -0.6764, 0.2789], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -1.1662, 1.5820]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -0.5619, 1.7168]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -1.4927, 1.3697]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -1.0549, -0.2568]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -0.8660, 0.6930]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -0.3065, 0.1658] = 454.0764, sampling [0.0, -0.1804, -0.0187]. Recommendation = [0.0, -0.4444, 0.1370], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, -0.1804, -0.0187] = 454.6434, sampling [0.0, -0.5505, 0.3817]. Recommendation = [0.0, -0.3306, 0.0007], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, -0.1804, -0.0187] = 454.6434, sampling [0.0, -0.4075, 0.9768]. Recommendation = [0.0, -0.3306, 0.0007], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, -0.1804, -0.0187] = 454.6434, sampling [0.0, -0.3767, -0.4318]. Recommendation = [0.0, -0.3306, 0.0007], Current Cost = 18000.00, Rho = -1.230
