(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.5022, 0.0334]. Recommendation = [0.0, 0.0685, -0.2780], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.6430, 0.8521]. Recommendation = [0.0, -0.5022, 0.0334], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -1.1733, 0.9137]. Recommendation = [0.0, -0.5022, 0.0334], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.3521, 0.3684]. Recommendation = [0.0, -0.5022, 0.0334], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.2050, 0.0096]. Recommendation = [0.0, -0.5201, 0.2875], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.8443, -0.2857]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.6717, 0.3471]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.7850, 1.3585]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -1.6127, 0.5439]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.3241, -0.2076]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.9538, 1.0394]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0685, -0.2780] = 447.4395, sampling [1.0, -0.6810, 0.6136]. Recommendation = [0.0, -0.3916, 0.1318], Current Cost = 5016.00, Rho = 1.000
