(iter 5) [0.0, 0.3896, 0.5668] = 438.7105, sampling [0.0, -0.3801, 1.0372]. Recommendation = [0.0, 0.3896, 0.5668], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3896, 0.5668] = 438.7105, sampling [0.0, -0.1008, -0.0418]. Recommendation = [0.0, 0.3896, 0.5668], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.6307, 1.9589]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.2927, 0.3834]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.5859, -0.6082]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -1.9985, 0.5578]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.6195, 1.4898]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.4134, 0.0183]. Recommendation = [0.0, -0.1008, -0.0418], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 1.0639, 0.6828]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 1.5868, 1.5747]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.0301, -0.6001]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.1928, 1.0600]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 16000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.5996, 0.0300]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 17000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 1.7198, 0.8311]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 18000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.8313, 0.2377]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 19000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.8395, 1.9646]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 20000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.6847, 0.5831]. Recommendation = [0.0, 0.1731, 0.1206], Current Cost = 21000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.7786, 0.9419]. Recommendation = [0.0, 0.3564, 0.1314], Current Cost = 22000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.9143, 1.3132]. Recommendation = [0.0, 0.3564, 0.1314], Current Cost = 23000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.1767, 0.2987]. Recommendation = [0.0, 0.3564, 0.1314], Current Cost = 24000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.4662, -0.4268]. Recommendation = [0.0, 0.3564, 0.1314], Current Cost = 25000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -1.3687, 1.9333]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 26000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -1.1444, -1.3900]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 27000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -1.9666, 1.9842]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 28000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -0.2682, -0.3591]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 29000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 1.8430, 1.9693]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 30000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, -1.0917, 1.6889]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 31000.00, Rho = -1.230
(iter 6) [0.0, -0.1008, -0.0418] = 454.8183, sampling [0.0, 0.7483, 0.6004]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 32000.00, Rho = -1.230
(iter 32) [0.0, 0.7483, 0.6004] = 456.0728, sampling [0.0, 0.0966, 1.9217]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 33000.00, Rho = -1.230
(iter 32) [0.0, 0.7483, 0.6004] = 456.0728, sampling [0.0, -0.0211, 0.6157]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 34000.00, Rho = -1.230
(iter 32) [0.0, 0.7483, 0.6004] = 456.0728, sampling [0.0, 1.0801, 1.1927]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, 1.0801, 1.1927] = 456.2253, sampling [0.0, 0.2083, -0.2021]. Recommendation = [0.0, 0.1657, -0.0194], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, 1.0801, 1.1927] = 456.2253, sampling [0.0, -0.8189, 0.9607]. Recommendation = [0.0, 0.2847, 0.0487], Current Cost = 37000.00, Rho = -1.230
(iter 35) [0.0, 1.0801, 1.1927] = 456.2253, sampling [0.0, 1.1759, 1.5422]. Recommendation = [0.0, 0.2847, 0.0487], Current Cost = 38000.00, Rho = -1.230
(iter 35) [0.0, 1.0801, 1.1927] = 456.2253, sampling [0.0, 0.8004, -0.1764]. Recommendation = [0.0, 0.2847, 0.0487], Current Cost = 39000.00, Rho = -1.230
