(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.0456, 0.7579]. Recommendation = [0.0, -0.6263, 0.7130], Current Cost = 5005.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.7373, 0.6014]. Recommendation = [0.0, -0.6263, 0.7130], Current Cost = 5006.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.8802, 0.6484]. Recommendation = [0.0, 0.7373, 0.6014], Current Cost = 5007.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.8110, 0.7824]. Recommendation = [0.0, 0.8802, 0.6484], Current Cost = 5008.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 1.0701, 0.6821]. Recommendation = [0.0, 0.8802, 0.6484], Current Cost = 5009.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.8013, 0.4779]. Recommendation = [0.0, 0.8802, 0.6484], Current Cost = 5010.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 1.0302, 0.4111]. Recommendation = [0.0, 0.8802, 0.6484], Current Cost = 5011.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.8560, 0.7438]. Recommendation = [0.0, 0.8802, 0.6484], Current Cost = 5012.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.8663, 1.0253]. Recommendation = [0.0, 0.8560, 0.7438], Current Cost = 5013.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 0.7347, 0.8734]. Recommendation = [0.0, 0.8560, 0.7438], Current Cost = 5014.00, Rho = 0.393
(iter 10) [0.0, -0.6263, 0.7130] = 443.3680, sampling [1.0, 1.1202, 0.9080]. Recommendation = [0.0, 0.8560, 0.7438], Current Cost = 5015.00, Rho = 0.393
