(iter 5) [0.0, 1.3215, 1.5713] = 453.1349, sampling [0.0, 0.4729, 0.9639]. Recommendation = [0.0, 1.3215, 1.5713], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.3215, 1.5713] = 453.1349, sampling [0.0, 0.3367, 1.9355]. Recommendation = [0.0, 1.3215, 1.5713], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.3215, 1.5713] = 453.1349, sampling [0.0, 0.1744, 0.1880]. Recommendation = [0.0, 1.3215, 1.5713], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, 1.6350, 0.9004]. Recommendation = [0.0, 0.1744, 0.1880], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -0.1324, 0.7984]. Recommendation = [0.0, 0.1744, 0.1880], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, 0.3879, -0.5186]. Recommendation = [0.0, 0.1744, 0.1880], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -0.2959, -0.0774]. Recommendation = [0.0, 0.1744, 0.1880], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -1.0299, 1.4185]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -1.7976, 1.9653]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -1.1420, 0.8378]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -0.5313, 1.2827]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, 1.9269, 1.8986]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, -1.8362, 1.1279]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.1744, 0.1880] = 453.1355, sampling [0.0, 0.6367, 0.4116]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 1.1535, -1.2488]. Recommendation = [0.0, -0.0761, 0.0928], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, -0.8583, 1.9768]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 0.0334, -0.3133]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 0.9512, 1.1120]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 0.5219, -0.0634]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, -0.1858, 0.2597]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 0.2804, 0.5411]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 25000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, -0.8831, 0.2664]. Recommendation = [0.0, -0.0711, 0.0841], Current Cost = 26000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, -0.7290, 0.7897]. Recommendation = [0.0, 0.1524, -0.1080], Current Cost = 27000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 0.8978, 1.4978]. Recommendation = [0.0, 0.1524, -0.1080], Current Cost = 28000.00, Rho = -1.230
(iter 18) [0.0, 0.6367, 0.4116] = 456.1640, sampling [0.0, 1.0186, 0.7209]. Recommendation = [0.0, 0.1524, -0.1080], Current Cost = 29000.00, Rho = -1.230
