(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.5507, 0.6702]. Recommendation = [0.0, 0.1739, 0.7420], Current Cost = 5005.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -1.0061, 0.7850]. Recommendation = [0.0, -0.5507, 0.6702], Current Cost = 5006.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.8110, 1.1374]. Recommendation = [0.0, -1.0061, 0.7850], Current Cost = 5007.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.8796, 0.4683]. Recommendation = [0.0, -1.0061, 0.7850], Current Cost = 5008.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.3756, 0.3717]. Recommendation = [0.0, -0.8125, 0.7292], Current Cost = 5009.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.3436, 0.8885]. Recommendation = [0.0, -0.8125, 0.7292], Current Cost = 5010.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -1.3267, 0.8462]. Recommendation = [0.0, -0.8125, 0.7292], Current Cost = 5011.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.7756, 0.8179]. Recommendation = [0.0, -0.8125, 0.7292], Current Cost = 5012.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -1.1070, 1.0870]. Recommendation = [0.0, -0.8125, 0.7292], Current Cost = 5013.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.6858, 0.3079]. Recommendation = [0.0, -0.8337, 0.8489], Current Cost = 5014.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.0699, 0.1081]. Recommendation = [0.0, -0.8337, 0.8489], Current Cost = 5015.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.0811, 0.3868]. Recommendation = [0.0, -0.0699, 0.1081], Current Cost = 5016.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.3831, 0.0320]. Recommendation = [0.0, -0.0699, 0.1081], Current Cost = 5017.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.1356, -0.1471]. Recommendation = [0.0, -0.0699, 0.1081], Current Cost = 5018.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.2629, 0.1514]. Recommendation = [0.0, 0.1356, -0.1471], Current Cost = 5019.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.2115, -0.2902]. Recommendation = [0.0, 0.1356, -0.1471], Current Cost = 5020.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.3835, -0.2155]. Recommendation = [0.0, 0.0614, -0.0858], Current Cost = 5021.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.1975, -0.5231]. Recommendation = [0.0, 0.0614, -0.0858], Current Cost = 5022.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.0218, -0.2803]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5023.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.1690, -0.1374]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5024.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.5142, -0.0360]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5025.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.5506, -0.4078]. Recommendation = [0.0, 0.3221, -0.0816], Current Cost = 5026.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.3043, -0.3503]. Recommendation = [0.0, 0.3221, -0.0816], Current Cost = 5027.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.3192, -0.0238]. Recommendation = [0.0, 0.3221, -0.0816], Current Cost = 5028.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.4921, 0.2800]. Recommendation = [0.0, 0.2704, -0.1827], Current Cost = 5029.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.2835, 0.3674]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5030.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.0645, -0.5754]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5031.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, -0.4588, -0.2951]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5032.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.7222, 0.1041]. Recommendation = [0.0, 0.1489, -0.2612], Current Cost = 5033.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.6830, -0.1798]. Recommendation = [0.0, 0.5606, 0.1554], Current Cost = 5034.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.7351, 0.4412]. Recommendation = [0.0, 0.5606, 0.1554], Current Cost = 5035.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.5534, 0.5290]. Recommendation = [0.0, 0.7351, 0.4412], Current Cost = 5036.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.6325, 0.1955]. Recommendation = [0.0, 0.7351, 0.4412], Current Cost = 5037.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.8202, 0.7086]. Recommendation = [0.0, 0.7351, 0.4412], Current Cost = 5038.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 0.5919, 0.8547]. Recommendation = [0.0, 0.8202, 0.7086], Current Cost = 5039.00, Rho = 0.546
(iter 10) [0.0, 0.1739, 0.7420] = 404.9559, sampling [1.0, 1.0970, 0.4877]. Recommendation = [0.0, 0.8202, 0.7086], Current Cost = 5040.00, Rho = 0.546
