(iter 5) [0.0, -0.2665, -0.3279] = 438.7827, sampling [0.0, -0.2869, 0.1155]. Recommendation = [0.0, -0.2665, -0.3279], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.4711, 0.6157]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.6929, 1.1418]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.1593, 0.4632]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.5185, 0.2993]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.3183, 0.9441]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.8850, 0.7515]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.7138, 0.5155]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -1.0267, 1.0878]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.7277, 0.7690]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.3778, -0.0616]. Recommendation = [0.0, -0.2869, 0.1155], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, -0.2869, 0.1155] = 454.5336, sampling [0.0, -0.0175, 0.0437]. Recommendation = [0.0, -0.3106, 0.1206], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.8976, 0.9421]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.2953, 0.2333]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 18000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -1.1424, 0.8843]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 19000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -1.2796, 1.3149]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 20000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.0762, -0.1712]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 21000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.0920, 0.1511]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 22000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.5254, 0.4551]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 23000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.8507, 1.2752]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 24000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.4829, 0.1029]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 25000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -1.0769, 0.5863]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 26000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -1.2233, 1.0979]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 27000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.2739, -0.1978]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 28000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, 0.1408, 0.2946]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 29000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.0715, 0.3189]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 30000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, 0.1671, 0.6502]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 31000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, -0.1323, 0.6596]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 32000.00, Rho = -1.230
(iter 16) [0.0, -0.0175, 0.0437] = 455.0768, sampling [0.0, 0.2231, -0.0140]. Recommendation = [0.0, -0.1989, 0.0921], Current Cost = 33000.00, Rho = -1.230
(iter 33) [0.0, 0.2231, -0.0140] = 455.2897, sampling [0.0, 0.1927, 0.1532]. Recommendation = [0.0, 0.0952, 0.0137], Current Cost = 34000.00, Rho = -1.230
(iter 33) [0.0, 0.2231, -0.0140] = 455.2897, sampling [0.0, 0.0952, 0.0137]. Recommendation = [0.0, 0.0952, 0.0137], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, 0.0952, 0.0137] = 455.4793, sampling [0.0, -0.8466, 0.5370]. Recommendation = [0.0, 0.0702, 0.1639], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, 0.0952, 0.0137] = 455.4793, sampling [0.0, 0.4044, 0.2837]. Recommendation = [0.0, 0.0702, 0.1639], Current Cost = 37000.00, Rho = -1.230
