(iter 5) [0.0, -0.3123, -0.0983] = 450.7421, sampling [0.0, 0.3382, 0.2499]. Recommendation = [0.0, -0.3123, -0.0983], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3382, 0.2499] = 454.0261, sampling [0.0, 0.9073, 0.4305]. Recommendation = [0.0, 0.3382, 0.2499], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3382, 0.2499] = 454.0261, sampling [0.0, 0.3570, -0.2404]. Recommendation = [0.0, 0.3382, 0.2499], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.3382, 0.2499] = 454.0261, sampling [0.0, 0.0659, 0.0342]. Recommendation = [0.0, 0.3382, 0.2499], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 1.2251, 0.9760]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.7458, 0.0584]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.5231, 0.5385]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.0230, 0.4610]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 1.4562, 0.5079]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.8645, 1.4896]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.8303, 0.8629]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.9564, 1.1550]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.0630, -0.2804]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.2948, -0.0234]. Recommendation = [0.0, 0.2334, -0.0396], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.2443, 0.8066]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 1.2114, 1.3649]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, 0.0659, 0.0342] = 455.3385, sampling [0.0, 0.5463, 0.2463]. Recommendation = [0.0, 0.2000, 0.0725], Current Cost = 21000.00, Rho = -1.230
