(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.1542, -0.3863]. Recommendation = [0.0, -1.1427, 0.5030], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.3529, 0.0223]. Recommendation = [0.0, -0.1542, -0.3863], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.6260, 0.2235]. Recommendation = [0.0, -0.3529, 0.0223], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.6172, -0.0701]. Recommendation = [0.0, -0.3529, 0.0223], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.3272, -0.1588]. Recommendation = [0.0, -0.3529, 0.0223], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.0959, 0.0367]. Recommendation = [0.0, -0.4353, -0.0354], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.4035, 0.2919]. Recommendation = [0.0, -0.2442, -0.0093], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, 0.0703, -0.1988]. Recommendation = [0.0, -0.4886, 0.1471], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.1242, -0.1801]. Recommendation = [0.0, -0.4886, 0.1471], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.5761, 0.5158]. Recommendation = [0.0, -0.4886, 0.1471], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.1427, 0.5030] = 387.2698, sampling [1.0, -0.8492, 0.3881]. Recommendation = [0.0, -0.4541, 0.2157], Current Cost = 5015.00, Rho = 1.000
