(iter 5) [0.0, -0.9696, 1.3396] = 436.4624, sampling [0.0, -0.6873, 1.6466]. Recommendation = [0.0, -0.9696, 1.3396], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.9696, 1.3396] = 436.4624, sampling [0.0, -0.1030, 1.1902]. Recommendation = [0.0, -0.9696, 1.3396], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.9696, 1.3396] = 436.4624, sampling [0.0, -0.6609, 1.2971]. Recommendation = [0.0, -0.9696, 1.3396], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.9696, 1.3396] = 436.4624, sampling [0.0, 0.5337, 0.6856]. Recommendation = [0.0, -0.9696, 1.3396], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.5337, 0.6856] = 440.0165, sampling [0.0, 0.6695, 1.0311]. Recommendation = [0.0, 0.5337, 0.6856], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.5337, 0.6856] = 440.0165, sampling [0.0, 0.8014, 0.5467]. Recommendation = [0.0, 0.5337, 0.6856], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.8014, 0.5467] = 455.3480, sampling [0.0, 0.7968, 0.7758]. Recommendation = [0.0, 0.8014, 0.5467], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.8014, 0.5467] = 455.3480, sampling [0.0, 0.5037, 0.2459]. Recommendation = [0.0, 0.7048, 0.7082], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.5037, 0.2459] = 456.0476, sampling [0.0, 0.8128, 0.1973]. Recommendation = [0.0, 0.7759, 0.5809], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.5037, 0.2459] = 456.0476, sampling [0.0, 0.6473, 0.4218]. Recommendation = [0.0, 0.6473, 0.4218], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.6473, 0.4218] = 456.1748, sampling [0.0, 0.2958, 0.5318]. Recommendation = [0.0, 0.6555, 0.4971], Current Cost = 15000.00, Rho = -1.230
