(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.3504, 0.5478]. Recommendation = [0.0, 0.8686, 0.2818], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.2247, 0.9474]. Recommendation = [0.0, 0.8686, 0.2818], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.7241, 0.6667]. Recommendation = [0.0, 0.8686, 0.2818], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.5364, 0.3474]. Recommendation = [0.0, 0.8686, 0.2818], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.1320, 0.2868]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.0109, 0.6853]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.6521, 0.8450]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.3117, 1.0537]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.4420, 0.4119]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.9204, 0.5388]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -1.0103, 1.0572]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.7312, 0.4238]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.5501, 0.6038]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.1259, 0.2530]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -1.1323, 0.7949]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.5635, 0.5742]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.1180, 0.4815]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.6978, 1.4030]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.6802, 0.1090]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.1498, 0.5307]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, -0.3929, 0.1647]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.8686, 0.2818] = 433.9394, sampling [1.0, 0.5191, 0.8264]. Recommendation = [0.0, 0.7312, 0.4238], Current Cost = 5026.00, Rho = 1.000
