(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.3293, 0.2152]. Recommendation = [0.0, 0.1697, -0.5785], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.4347, 0.6866]. Recommendation = [0.0, -0.3293, 0.2152], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.0883, -0.1633]. Recommendation = [0.0, -0.3293, 0.2152], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.0794, 0.1596]. Recommendation = [0.0, -0.3293, 0.2152], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.6048, 0.1279]. Recommendation = [0.0, -0.0960, 0.0783], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.0756, 0.4995]. Recommendation = [0.0, -0.0960, 0.0783], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.6585, 0.4606]. Recommendation = [0.0, -0.0960, 0.0783], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.1185, 0.0515]. Recommendation = [0.0, -0.0960, 0.0783], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.2901, -0.0552]. Recommendation = [0.0, -0.0815, 0.1209], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.4170, 0.4217]. Recommendation = [0.0, -0.2377, 0.0881], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.1800, 0.2570]. Recommendation = [0.0, -0.2377, 0.0881], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.4938, -0.2141]. Recommendation = [0.0, -0.1659, -0.0025], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.2109, -0.1466]. Recommendation = [0.0, -0.1659, -0.0025], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.5068, 0.2645]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.7530, 0.7571]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.4561, 1.1189]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.1200, -0.3044]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.8272, 0.2354]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.1339, -0.3559]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.4547, 0.1371]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.2377, 0.0881]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.7590, 0.5325]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.6541, 0.3098]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.0815, 0.1209]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.2237, 0.3007]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.3209, 0.0144]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.3258, 0.1833]. Recommendation = [0.0, -0.0362, -0.1215], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.0362, -0.1215]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.2398, 0.6300]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, 0.1282, 0.3637]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.5182, 0.0405]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.2689, 0.4306]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.8826, 0.6483]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.9105, 0.9528]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.1697, -0.5785] = 418.7310, sampling [1.0, -0.8603, 0.7721]. Recommendation = [0.0, 0.1167, 0.1413], Current Cost = 5039.00, Rho = 1.000
