(iter 5) [0.0, 0.7381, 0.8504] = 446.8932, sampling [0.0, 1.0148, 0.9874]. Recommendation = [0.0, 0.7381, 0.8504], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 1.0617, 0.7616]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.8853, 1.0992]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 1.1350, 1.1026]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 1.3342, 0.9178]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.7696, 0.5506]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.9508, 0.7056]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.6023, 0.6075]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.8458, 0.3078]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.9023, 0.5205]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.6760, 0.4058]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.5302, 0.2068]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.3727, 0.3586]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.5195, -0.0380]. Recommendation = [0.0, 0.4826, 0.2950], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.6903, 0.0916]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.4826, 0.2950]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 20000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.4309, 0.6106]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 21000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.1920, 0.0608]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 22000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.2923, -0.1327]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 23000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.4693, 0.1015]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 24000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.3400, 0.2722]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 25000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 1.0164, 1.3836]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 26000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 0.5937, 1.1159]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 27000.00, Rho = -1.230
(iter 5) [0.0, 1.0148, 0.9874] = 456.1194, sampling [0.0, 1.0856, 1.1787]. Recommendation = [0.0, 1.0148, 0.9874], Current Cost = 28000.00, Rho = -1.230
(iter 28) [0.0, 1.0856, 1.1787] = 456.2927, sampling [0.0, 0.5043, -0.2529]. Recommendation = [0.0, 1.0856, 1.1787], Current Cost = 29000.00, Rho = -1.230
(iter 28) [0.0, 1.0856, 1.1787] = 456.2927, sampling [0.0, 0.3811, -0.0880]. Recommendation = [0.0, 1.0856, 1.1787], Current Cost = 30000.00, Rho = -1.230
(iter 28) [0.0, 1.0856, 1.1787] = 456.2927, sampling [0.0, 0.7126, 0.7494]. Recommendation = [0.0, 1.0856, 1.1787], Current Cost = 31000.00, Rho = -1.230
(iter 28) [0.0, 1.0856, 1.1787] = 456.2927, sampling [0.0, 0.6479, 0.5300]. Recommendation = [0.0, 1.0856, 1.1787], Current Cost = 32000.00, Rho = -1.230
