(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.6370, -0.1156]. Recommendation = [0.0, 0.5883, -0.6568], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.7373, 0.0424]. Recommendation = [0.0, 0.6370, -0.1156], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.5649, 0.1361]. Recommendation = [0.0, 0.7373, 0.0424], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.6234, 0.2938]. Recommendation = [0.0, 0.5649, 0.1361], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.5045, 0.3353]. Recommendation = [0.0, 0.6234, 0.2938], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.4578, 0.1732]. Recommendation = [0.0, 0.5045, 0.3353], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.5869, 0.4519]. Recommendation = [0.0, 0.5193, 0.1793], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.4347, 0.4564]. Recommendation = [0.0, 0.5193, 0.1793], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.5193, 0.1793]. Recommendation = [0.0, 0.5193, 0.1793], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.7035, 0.2348]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.2785, 0.3026]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.3026, 0.1683]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.4440, 0.0224]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.4744, 0.3804]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.2338, 0.7008]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.7054, 0.5204]. Recommendation = [0.0, 0.4578, 0.1732], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.7824, 0.4475]. Recommendation = [0.0, 0.7054, 0.5204], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.2953, 0.2128]. Recommendation = [0.0, 0.7054, 0.5204], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5883, -0.6568] = 355.5497, sampling [1.0, 0.8364, 0.2974]. Recommendation = [0.0, 0.7054, 0.5204], Current Cost = 5023.00, Rho = 1.000
