(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.3992, -0.4022]. Recommendation = [0.0, 0.6432, 0.0923], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.6349, -0.2040]. Recommendation = [0.0, 0.6432, 0.0923], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.4422, -0.0080]. Recommendation = [0.0, 0.6432, 0.0923], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.1355, -0.1373]. Recommendation = [0.0, 0.4422, -0.0080], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.1231, -0.4546]. Recommendation = [0.0, 0.1355, -0.1373], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.2482, -0.0558]. Recommendation = [0.0, 0.1355, -0.1373], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.3433, 0.0965]. Recommendation = [0.0, 0.2482, -0.0558], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, -0.1342, -0.3063]. Recommendation = [0.0, 0.3433, 0.0965], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, -0.0014, -0.3573]. Recommendation = [0.0, 0.3433, 0.0965], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.1046, 0.0410]. Recommendation = [0.0, 0.3433, 0.0965], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, -0.0563, -0.1090]. Recommendation = [0.0, 0.3433, 0.0965], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.2155, 0.2311]. Recommendation = [0.0, 0.3433, 0.0965], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.4536, 0.3940]. Recommendation = [0.0, 0.2819, 0.0566], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.6260, 0.2770]. Recommendation = [0.0, 0.2819, 0.0566], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.6009, 0.1844]. Recommendation = [0.0, 0.1764, 0.0254], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.9364, 0.2046]. Recommendation = [0.0, 0.1764, 0.0254], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.6913, 0.4564]. Recommendation = [0.0, 0.1764, 0.0254], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.7689, 0.3207]. Recommendation = [0.0, 0.1764, 0.0254], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6432, 0.0923] = 445.8446, sampling [1.0, 0.2819, 0.0566]. Recommendation = [0.0, 0.6504, 0.4027], Current Cost = 5023.00, Rho = 1.000
