(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.3552, 0.2438]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.0572, 0.4524]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.7999, 0.5699]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.7250, -0.0723]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.0511, 0.1381]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.5584, 0.4634]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -1.2821, 0.4367]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.3362, -0.1255]. Recommendation = [0.0, 0.3360, 0.1072], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.3575, 0.6696]. Recommendation = [0.0, -0.3232, 0.1322], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.5804, 0.2282]. Recommendation = [0.0, -0.3232, 0.1322], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, 0.1902, 0.2357]. Recommendation = [0.0, -0.3232, 0.1322], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, 0.0212, -0.0848]. Recommendation = [0.0, -0.3232, 0.1322], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.2305, -0.0133]. Recommendation = [0.0, 0.1781, 0.1097], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3360, 0.1072] = 455.8559, sampling [1.0, -0.9231, 0.9774]. Recommendation = [0.0, 0.1781, 0.1097], Current Cost = 5018.00, Rho = 1.000
