(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.3745, 0.7941]. Recommendation = [0.0, -1.4125, 1.5901], Current Cost = 5005.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.9931, 1.2177]. Recommendation = [0.0, -1.4125, 1.5901], Current Cost = 5006.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.8801, 0.7135]. Recommendation = [0.0, -0.9931, 1.2177], Current Cost = 5007.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.3761, 0.2349]. Recommendation = [0.0, -0.8801, 0.7135], Current Cost = 5008.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.6767, 0.3426]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5009.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -1.1612, 0.9511]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5010.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.0444, 0.3028]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5011.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.7564, 1.0449]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5012.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, 0.2235, 0.8565]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5013.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.2875, -0.1091]. Recommendation = [0.0, -0.3761, 0.2349], Current Cost = 5014.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -1.2248, 1.3648]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5015.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.3980, 0.4650]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5016.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.5978, 0.0197]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5017.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.2252, 0.0733]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5018.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -1.0460, 1.4441]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5019.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.9161, 0.4075]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5020.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.5921, 0.6301]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5021.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.1097, -0.1053]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5022.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -1.1901, 1.2253]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5023.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.2447, 0.1938]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5024.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.0551, 0.1189]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5025.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.5883, 1.3686]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5026.00, Rho = 0.789
(iter 10) [0.0, -1.4125, 1.5901] = 434.0815, sampling [1.0, -0.9057, 0.9450]. Recommendation = [0.0, -0.3391, 0.1826], Current Cost = 5027.00, Rho = 0.789
