(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.2339, -0.3800]. Recommendation = [0.0, -0.4063, -0.1810], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.2152, -0.1061]. Recommendation = [0.0, -0.4063, -0.1810], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.0531, -0.2370]. Recommendation = [0.0, -0.2152, -0.1061], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.0434, -0.4481]. Recommendation = [0.0, -0.1951, -0.2838], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.0579, 0.0350]. Recommendation = [0.0, -0.1951, -0.2838], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.0172, -0.1773]. Recommendation = [0.0, -0.0172, -0.1773], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.1665, 0.0059]. Recommendation = [0.0, -0.0579, 0.0350], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.0155, 0.2511]. Recommendation = [0.0, 0.1665, 0.0059], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.2102, 0.2121]. Recommendation = [0.0, 0.1665, 0.0059], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.2011, 0.5222]. Recommendation = [0.0, 0.1665, 0.0059], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.2648, 0.2436]. Recommendation = [0.0, 0.1665, 0.0059], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.1367, 0.4694]. Recommendation = [0.0, -0.0530, 0.1353], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.0447, 0.4211]. Recommendation = [0.0, -0.0530, 0.1353], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.3059, 0.0100]. Recommendation = [0.0, -0.0530, 0.1353], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, -0.1253, 0.1845]. Recommendation = [0.0, -0.1253, 0.1845], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.3579, -0.1120]. Recommendation = [0.0, -0.0530, 0.1353], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.3743, 0.1282]. Recommendation = [0.0, 0.1665, 0.0059], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.3719, 0.3638]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.1869, -0.1845]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.4227, 0.8324]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.4873, 0.5521]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.5584, 0.3195]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.6025, 0.0403]. Recommendation = [0.0, 0.2272, 0.0852], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.2495, -0.3961]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.7248, 0.5499]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.6600, 0.7289]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.7903, 0.2882]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.6255, 0.2025]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.7000, 1.0769]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.4530, 0.0302]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.4576, -0.2559]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.5237, 0.4442]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.4689, 0.2755]. Recommendation = [0.0, 0.4689, 0.2755], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.0225, 0.7798]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.5344, 1.2925]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.8425, 0.7690]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.6363, 0.8799]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.8085, 0.4606]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.4063, -0.1810] = 442.3484, sampling [1.0, 0.2272, 0.0852]. Recommendation = [0.0, 0.7248, 0.5499], Current Cost = 5043.00, Rho = 1.000
