(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.4972, 0.6080]. Recommendation = [0.0, 0.7295, -0.1574], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.8753, 0.4068]. Recommendation = [0.0, 0.4972, 0.6080], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.3273, 1.1615]. Recommendation = [0.0, 0.8753, 0.4068], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.4853, 0.2532]. Recommendation = [0.0, 0.8753, 0.4068], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.7405, 0.1811]. Recommendation = [0.0, 0.4853, 0.2532], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 1.1208, 0.0858]. Recommendation = [0.0, 0.4853, 0.2532], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.8051, 0.6851]. Recommendation = [0.0, 0.4853, 0.2532], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.0804, 0.6974]. Recommendation = [0.0, 0.6815, 0.4388], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.6815, 0.4388]. Recommendation = [0.0, 0.6815, 0.4388], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.3094, 0.4171]. Recommendation = [0.0, 0.6815, 0.4388], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.3281, -0.1004]. Recommendation = [0.0, 0.6815, 0.4388], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.2353, 0.1272]. Recommendation = [0.0, 0.6815, 0.4388], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.4670, -0.5428]. Recommendation = [0.0, 0.4143, 0.2033], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7295, -0.1574] = 408.6748, sampling [1.0, 0.5888, 0.0613]. Recommendation = [0.0, 0.4143, 0.2033], Current Cost = 5018.00, Rho = 1.000
