(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.5046, 0.2765]. Recommendation = [0.0, -0.6487, -0.1988], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.2001, -0.0347]. Recommendation = [0.0, -0.5046, 0.2765], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.1261, 0.5338]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.5488, 0.6248]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.7473, 0.2711]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.4735, 0.0322]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.3021, 0.2875]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.0842, 0.1439]. Recommendation = [0.0, -0.3591, 0.0965], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.0633, -0.2729]. Recommendation = [0.0, -0.2895, 0.1250], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.2733, -0.3346]. Recommendation = [0.0, -0.2895, 0.1250], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.1173, 0.1893]. Recommendation = [0.0, -0.1569, -0.1255], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.2183, 0.9651]. Recommendation = [0.0, -0.1569, -0.1255], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.2248, 0.5240]. Recommendation = [0.0, -0.1569, -0.1255], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.3605, -0.0076]. Recommendation = [0.0, -0.1569, -0.1255], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.1088, -0.0918]. Recommendation = [0.0, 0.0954, -0.0138], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.3062, 0.2346]. Recommendation = [0.0, 0.0954, -0.0138], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.3247, -0.5304]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.3877, 0.5476]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.0548, -0.6648]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.2836, -0.1754]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.1521, 0.8602]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.8111, 0.5398]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.8368, 0.0504]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.6558, 0.4094]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.0649, -0.1801]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.5392, 0.3157]. Recommendation = [0.0, 0.2014, 0.1811], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.6068, -0.0479]. Recommendation = [0.0, 0.3119, 0.0414], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.4851, 0.6696]. Recommendation = [0.0, 0.3176, 0.1282], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.4594, 0.1491]. Recommendation = [0.0, 0.3176, 0.1282], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, -0.6696, 0.8870]. Recommendation = [0.0, 0.3176, 0.1282], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.3400, 0.3623]. Recommendation = [0.0, 0.3176, 0.1282], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.6487, -0.1988] = 415.1895, sampling [1.0, 0.5702, -0.3176]. Recommendation = [0.0, 0.3176, 0.1282], Current Cost = 5036.00, Rho = 1.000
