(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.2877, -0.7001]. Recommendation = [0.0, -0.2004, -1.0077], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.3271, -0.4168]. Recommendation = [0.0, -0.2877, -0.7001], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.1349, -0.3038]. Recommendation = [0.0, -0.3271, -0.4168], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.2175, -0.0479]. Recommendation = [0.0, -0.1349, -0.3038], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.3880, -0.2219]. Recommendation = [0.0, -0.2175, -0.0479], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.3592, 0.0559]. Recommendation = [0.0, -0.2175, -0.0479], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.2119, 0.2516]. Recommendation = [0.0, -0.2175, -0.0479], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.4639, 0.3077]. Recommendation = [0.0, -0.2175, -0.0479], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.3741, 0.2168]. Recommendation = [0.0, -0.3741, 0.2168], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.2990, 0.4915]. Recommendation = [0.0, -0.2720, 0.1855], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.0660, 0.0319]. Recommendation = [0.0, -0.2720, 0.1855], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.0490, -0.1408]. Recommendation = [0.0, -0.1688, 0.0359], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2004, -1.0077] = 345.0492, sampling [1.0, -0.3015, 0.3544]. Recommendation = [0.0, -0.1688, 0.0359], Current Cost = 5017.00, Rho = 1.000
