(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, 0.0478, 0.6428]. Recommendation = [0.0, -0.1757, -0.3682], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.0472, 0.2396]. Recommendation = [0.0, -0.1757, -0.3682], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, 0.5494, 0.8667]. Recommendation = [0.0, -0.0472, 0.2396], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, 0.4382, 0.4897]. Recommendation = [0.0, -0.0472, 0.2396], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.3676, 0.6174]. Recommendation = [0.0, -0.0472, 0.2396], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.0331, 1.0042]. Recommendation = [0.0, -0.0472, 0.2396], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.3359, 0.0929]. Recommendation = [0.0, -0.0472, 0.2396], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.0708, -0.0609]. Recommendation = [0.0, -0.3359, 0.0929], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, 0.1717, 0.3817]. Recommendation = [0.0, -0.1484, 0.0149], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, -0.2632, 0.4178]. Recommendation = [0.0, -0.1484, 0.0149], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1757, -0.3682] = 438.9924, sampling [1.0, 0.8598, 0.9249]. Recommendation = [0.0, -0.1484, 0.0149], Current Cost = 5015.00, Rho = 1.000
