(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.0280, -0.0464]. Recommendation = [0.0, -0.2529, 0.7187], Current Cost = 5005.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.2188, 0.1383]. Recommendation = [0.0, -0.0280, -0.0464], Current Cost = 5006.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.3215, -0.1797]. Recommendation = [0.0, -0.0280, -0.0464], Current Cost = 5007.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.0062, -0.3022]. Recommendation = [0.0, -0.3215, -0.1797], Current Cost = 5008.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.5338, 0.1201]. Recommendation = [0.0, -0.1050, -0.1234], Current Cost = 5009.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.4596, -0.0572]. Recommendation = [0.0, -0.5338, 0.1201], Current Cost = 5010.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.3042, 0.0644]. Recommendation = [0.0, -0.3042, 0.0644], Current Cost = 5011.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.4265, 0.2136]. Recommendation = [0.0, -0.5338, 0.1201], Current Cost = 5012.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.1050, -0.1234]. Recommendation = [0.0, -0.5338, 0.1201], Current Cost = 5013.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.5890, 0.3531]. Recommendation = [0.0, -0.5338, 0.1201], Current Cost = 5014.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.7447, 0.1768]. Recommendation = [0.0, -0.5338, 0.1201], Current Cost = 5015.00, Rho = 0.649
(iter 10) [0.0, -0.2529, 0.7187] = 411.8673, sampling [1.0, -0.6710, -0.1575]. Recommendation = [0.0, -0.5857, 0.1850], Current Cost = 5016.00, Rho = 0.649
