(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.8317, 1.3697]. Recommendation = [0.0, 0.9843, 1.3331], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.9370, 1.5871]. Recommendation = [0.0, 0.9843, 1.3331], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0718, 1.4042]. Recommendation = [0.0, 0.9843, 1.3331], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0382, 1.5305]. Recommendation = [0.0, 1.0718, 1.4042], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1108, 1.4929]. Recommendation = [0.0, 1.0718, 1.4042], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1251, 1.3636]. Recommendation = [0.0, 1.0718, 1.4042], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1694, 1.4604]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1357, 1.6052]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2883, 1.6215]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1789, 1.6864]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2496, 1.3722]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0884, 1.7747]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.3446, 1.6736]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.4380, 1.5167]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.3800, 1.9122]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1989, 1.8798]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.4080, 1.7065]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.3048, 1.9750]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.9825, 1.9474]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.4840, 1.6892]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2063, 1.2633]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2568, 1.3096]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2279, 1.9604]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0775, 1.5769]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.4039, 1.3771]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.6505, 1.7672]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0245, 1.6247]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.6827, 1.6652]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.2756, 1.9773]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.8562, 0.9963]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.5977, 1.0437]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.1009, 1.0226]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.8191, 0.8570]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.6732, 0.7473]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.5879, 0.8874]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0436, 0.8765]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 1.0830, 0.9645]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.9187, 0.7313]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.7944, 0.6252]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.8643, 0.6864]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.6245, 0.5378]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.4305, 0.5581]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.9843, 1.3331] = 443.0323, sampling [1.0, 0.5654, 0.7418]. Recommendation = [0.0, 1.1251, 1.3636], Current Cost = 5047.00, Rho = 1.000
