(iter 5) [0.0, -1.0032, 1.6392] = 412.2319, sampling [0.0, -0.8003, 1.9299]. Recommendation = [0.0, -1.0032, 1.6392], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.0032, 1.6392] = 412.2319, sampling [0.0, -1.2815, 1.8843]. Recommendation = [0.0, -1.0032, 1.6392], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -1.2815, 1.8843] = 445.2399, sampling [0.0, -1.1402, 1.7760]. Recommendation = [0.0, -1.2815, 1.8843], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -1.2815, 1.8843] = 445.2399, sampling [0.0, -1.5111, 1.9792]. Recommendation = [0.0, -1.2815, 1.8843], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -1.2815, 1.8843] = 445.2399, sampling [0.0, -1.3028, 1.6779]. Recommendation = [0.0, -1.2815, 1.8843], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.5026, 1.8185]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.3620, 1.8090]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.4265, 1.9092]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.2292, 1.7411]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.9603, 1.9217]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -1.3028, 1.6779] = 450.9588, sampling [0.0, -1.2139, 1.5824]. Recommendation = [0.0, -1.3028, 1.6779], Current Cost = 15000.00, Rho = -1.230
