(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.3229, 1.4461]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.0031, 1.5240]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.5144, 1.6549]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.2534, 1.2349]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.2380, 1.6157]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.1217, 1.3275]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.2235, 1.4067]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.1597, 1.8509]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 0.9572, 1.1824]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.1066, 1.0748]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.2285, 0.8678]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.0972, 1.2609]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 1.1254, 1.2314] = 456.1602, sampling [0.0, 1.0892, 1.3713]. Recommendation = [0.0, 1.1254, 1.2314], Current Cost = 17000.00, Rho = -1.230
