(iter 5) [0.0, -0.2841, 0.5388] = 433.6673, sampling [0.0, 0.1766, 1.1740]. Recommendation = [0.0, -0.2841, 0.5388], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2841, 0.5388] = 433.6673, sampling [0.0, 0.2177, 0.6500]. Recommendation = [0.0, -0.2841, 0.5388], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2841, 0.5388] = 433.6673, sampling [0.0, 0.9176, 1.2269]. Recommendation = [0.0, -0.2841, 0.5388], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.9176, 1.2269] = 441.4844, sampling [0.0, 0.7228, 0.8530]. Recommendation = [0.0, 0.9176, 1.2269], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.7228, 0.8530] = 445.3003, sampling [0.0, 1.4318, 1.2393]. Recommendation = [0.0, 0.7228, 0.8530], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.7228, 0.8530] = 445.3003, sampling [0.0, 0.6621, 1.4478]. Recommendation = [0.0, 0.7228, 0.8530], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.7228, 0.8530] = 445.3003, sampling [0.0, 1.0811, 0.9208]. Recommendation = [0.0, 0.7228, 0.8530], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 1.0811, 0.9208] = 450.1476, sampling [0.0, 1.7877, 1.8616]. Recommendation = [0.0, 1.0811, 0.9208], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 1.0811, 0.9208] = 450.1476, sampling [0.0, 0.4847, 0.4215]. Recommendation = [0.0, 1.0811, 0.9208], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, 0.9509, 0.6173]. Recommendation = [0.0, 0.4847, 0.4215], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, 0.0949, 0.2853]. Recommendation = [0.0, 0.8165, 0.8116], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, 0.5864, 0.7120]. Recommendation = [0.0, 0.8165, 0.8116], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, 1.4149, 0.7555]. Recommendation = [0.0, 0.8165, 0.8116], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, 1.0570, 1.5373]. Recommendation = [0.0, 0.8165, 0.8116], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, 0.4847, 0.4215] = 452.5538, sampling [0.0, -0.0202, 0.4836]. Recommendation = [0.0, 0.8165, 0.8116], Current Cost = 19000.00, Rho = -1.230
