(iter 5) [0.0, 0.6741, -0.0914] = 426.4058, sampling [0.0, 0.1100, 0.1340]. Recommendation = [0.0, 0.6741, -0.0914], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1100, 0.1340] = 454.0221, sampling [0.0, -0.1732, -0.1064]. Recommendation = [0.0, 0.1100, 0.1340], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.1100, 0.1340] = 454.0221, sampling [0.0, 0.2376, -0.0979]. Recommendation = [0.0, 0.1100, 0.1340], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.1100, 0.1340] = 454.0221, sampling [0.0, 0.4060, 0.3110]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.1100, 0.1340] = 454.0221, sampling [0.0, -0.0472, 0.4810]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.1100, 0.1340] = 454.0221, sampling [0.0, -0.3998, 0.1872]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.3998, 0.1872] = 454.2656, sampling [0.0, -0.1239, 0.1100]. Recommendation = [0.0, -0.1239, 0.1100], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -0.3998, 0.1872] = 454.2656, sampling [0.0, -0.5587, -0.1500]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -0.3998, 0.1872] = 454.2656, sampling [0.0, 0.4828, 0.1184]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, 0.3230, 0.6688]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, 0.1835, 0.2964]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, 0.0031, -0.2974]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, -0.3400, -0.2904]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, -0.3900, 0.5493]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, -0.2697, 0.3725]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 19000.00, Rho = -1.230
(iter 13) [0.0, 0.4828, 0.1184] = 454.7172, sampling [0.0, 0.7281, 0.4255]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, 0.7281, 0.4255] = 455.1305, sampling [0.0, 0.5242, 0.5524]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, 0.7281, 0.4255] = 455.1305, sampling [0.0, 0.6650, 0.2566]. Recommendation = [0.0, 0.2274, 0.0377], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, 0.7281, 0.4255] = 455.1305, sampling [0.0, 0.8463, 0.8489]. Recommendation = [0.0, 0.5527, 0.2948], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, 0.7281, 0.4255] = 455.1305, sampling [0.0, 0.5349, 0.9872]. Recommendation = [0.0, 0.5527, 0.2948], Current Cost = 24000.00, Rho = -1.230
(iter 20) [0.0, 0.7281, 0.4255] = 455.1305, sampling [0.0, 0.7837, 0.6185]. Recommendation = [0.0, 0.5527, 0.2948], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 0.7837, 0.6185] = 456.2513, sampling [0.0, -0.0898, 0.7928]. Recommendation = [0.0, 0.5527, 0.2948], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 0.7837, 0.6185] = 456.2513, sampling [0.0, -0.6592, 0.3073]. Recommendation = [0.0, 0.5527, 0.2948], Current Cost = 27000.00, Rho = -1.230
