(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, -0.9920, 1.6368]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, -0.7155, 1.2325]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, -0.8912, 1.3846]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, 0.1935, 0.7083]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, -0.2273, 0.9260]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, 0.5256, 1.2122]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.9935, 1.2376] = 446.0493, sampling [0.0, 0.6915, 0.5373]. Recommendation = [0.0, -0.9935, 1.2376], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.6915, 0.5373] = 455.8555, sampling [0.0, 0.4484, 0.1879]. Recommendation = [0.0, 0.6915, 0.5373], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.0338, 0.2544]. Recommendation = [0.0, 0.4484, 0.1879], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.2642, 0.4072]. Recommendation = [0.0, 0.3553, 0.3104], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.2630, -0.2009]. Recommendation = [0.0, 0.4601, 0.3287], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.7274, 0.0273]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.1371, 0.7750]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.7606, 0.8152]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.0059, 0.3418]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.2706, 1.3790]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.0796, 1.0918]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.9516, 1.7912]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.6002, 1.0105]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.9668, 1.3046]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.4535, -0.1038]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 25000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.6628, 0.2985]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 26000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.4686, 0.6499]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 27000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.5556, 1.8497]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 28000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.2612, 1.6581]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 29000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.1242, -0.0370]. Recommendation = [0.0, 0.3026, 0.1911], Current Cost = 30000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.1352, 0.1211]. Recommendation = [0.0, 0.1352, 0.1211], Current Cost = 31000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.4153, 0.4539]. Recommendation = [0.0, 0.4039, 0.0396], Current Cost = 32000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.1045, 0.5447]. Recommendation = [0.0, 0.4039, 0.0396], Current Cost = 33000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.2654, 0.2396]. Recommendation = [0.0, 0.4039, 0.0396], Current Cost = 34000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.8779, 1.0371]. Recommendation = [0.0, -0.0380, 0.1290], Current Cost = 35000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.1448, -0.5099]. Recommendation = [0.0, -0.0380, 0.1290], Current Cost = 36000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.1184, -0.2536]. Recommendation = [0.0, -0.0380, 0.1290], Current Cost = 37000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.5385, -0.3829]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 38000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.9802, 1.9844]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 39000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.9058, 0.5756]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 40000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.3455, 1.8870]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 41000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.5842, 0.7772]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 42000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 0.1314, -0.1159]. Recommendation = [0.0, 0.1314, -0.1159], Current Cost = 43000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, 1.0211, 1.5449]. Recommendation = [0.0, -0.0380, 0.1290], Current Cost = 44000.00, Rho = -1.230
(iter 12) [0.0, 0.4484, 0.1879] = 455.9783, sampling [0.0, -0.4167, -0.0935]. Recommendation = [0.0, -0.0380, 0.1290], Current Cost = 45000.00, Rho = -1.230
