(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.0478, -0.4740]. Recommendation = [0.0, -0.0790, -0.6482], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.2168, -0.6660]. Recommendation = [0.0, 0.0478, -0.4740], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.2339, -0.4554]. Recommendation = [0.0, 0.0478, -0.4740], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.1327, -0.3617]. Recommendation = [0.0, 0.0478, -0.4740], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.2458, -0.2369]. Recommendation = [0.0, 0.1327, -0.3617], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.4684, -0.2978]. Recommendation = [0.0, 0.2458, -0.2369], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.4018, -0.4823]. Recommendation = [0.0, 0.2458, -0.2369], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.3637, -0.2634]. Recommendation = [0.0, 0.2458, -0.2369], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.1511, -0.0695]. Recommendation = [0.0, 0.2458, -0.2369], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.3749, 0.1055]. Recommendation = [0.0, 0.1511, -0.0695], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.4774, -0.0569]. Recommendation = [0.0, 0.3749, 0.1055], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.2844, 0.0756]. Recommendation = [0.0, 0.2802, -0.1691], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.2802, -0.1691]. Recommendation = [0.0, 0.2802, -0.1691], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.0676, -0.1341]. Recommendation = [0.0, 0.3749, 0.1055], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.0950, 0.1173]. Recommendation = [0.0, 0.3749, 0.1055], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.1105, -0.3083]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.3438, 0.2757]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.0181, -0.0145]. Recommendation = [0.0, 0.2793, 0.0845], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.5268, 0.1088]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.1466, -0.2431]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.3011, 0.4824]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6088, 0.4271]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6755, 0.2601]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6596, -0.0253]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.0187, 0.3921]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.0728, 0.2286]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.3452, 0.7908]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.5316, 0.5152]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.4217, 0.2008]. Recommendation = [0.0, 0.4217, 0.2008], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.1425, 0.1253]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.1951, 0.6589]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6043, 0.7837]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.7765, 0.5069]. Recommendation = [0.0, 0.1302, -0.0423], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6420, 0.5826]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.8376, 0.1958]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.6812, 0.1619]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.8433, 0.6502]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.9602, 0.3971]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.7940, 0.8000]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.0122, 0.2563]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.5065, 1.0133]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, -0.1184, -0.0357]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.0790, -0.6482] = 412.3036, sampling [1.0, 0.8609, 0.5184]. Recommendation = [0.0, 0.6884, 0.4937], Current Cost = 5047.00, Rho = 1.000
