(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.2217, -0.0889]. Recommendation = [0.0, -0.4716, -0.2220], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.3554, -0.0043]. Recommendation = [0.0, -0.2217, -0.0889], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.1836, 0.0243]. Recommendation = [0.0, -0.2217, -0.0889], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.2390, 0.1699]. Recommendation = [0.0, -0.1836, 0.0243], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.0397, 0.0931]. Recommendation = [0.0, -0.1836, 0.0243], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.0281, -0.0156]. Recommendation = [0.0, -0.1836, 0.0243], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.1428, -0.1529]. Recommendation = [0.0, -0.0252, -0.0099], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.2209, 0.2410]. Recommendation = [0.0, -0.0252, -0.0099], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.0903, 0.4421]. Recommendation = [0.0, -0.0252, -0.0099], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.2100, 0.4378]. Recommendation = [0.0, -0.0252, -0.0099], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.2188, 0.3126]. Recommendation = [0.0, -0.0281, -0.0156], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.0414, -0.0287]. Recommendation = [0.0, -0.0281, -0.0156], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.2759, 0.1044]. Recommendation = [0.0, -0.0252, -0.0099], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.3800, 0.3490]. Recommendation = [0.0, 0.2759, 0.1044], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.4067, 0.1113]. Recommendation = [0.0, 0.2759, 0.1044], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.3000, 0.0128]. Recommendation = [0.0, 0.4067, 0.1113], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.1388, -0.1514]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.0430, -0.1922]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.2845, -0.0872]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.3469, 0.0670]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.5969, 0.3829]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.4716, 0.4155]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.6511, 0.2670]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.5659, 0.6118]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.5517, 0.4763]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.7399, 0.4518]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.6555, 0.3994]. Recommendation = [0.0, 0.6555, 0.3994], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.3322, 0.6061]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.7648, 0.6163]. Recommendation = [0.0, 0.2776, 0.0877], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.7922, 0.5603]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.7315, 0.3451]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.6988, 0.6815]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.4099, -0.0420]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.2243, -0.1249]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, 0.3760, -0.0010]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.3157, 0.1746]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.4716, -0.2220] = 434.3814, sampling [1.0, -0.4183, -0.0746]. Recommendation = [0.0, 0.7648, 0.6163], Current Cost = 5041.00, Rho = 1.000
