(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1357, -0.0326]. Recommendation = [0.0, 0.1411, -0.3488], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.3921, 0.1844]. Recommendation = [0.0, -0.1756, -0.0943], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1118, -0.2563]. Recommendation = [0.0, -0.2454, -0.0639], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.0782, 0.2990]. Recommendation = [0.0, -0.2454, -0.0639], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.3753, -0.0418]. Recommendation = [0.0, -0.2454, -0.0639], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0798, -0.0492]. Recommendation = [0.0, -0.2454, -0.0639], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4641, 0.4913]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.6728, 0.2732]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1866, 0.2001]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5808, 0.0307]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1368, 0.6189]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.3426, -0.1981]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0643, -0.2048]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4772, 0.2679]. Recommendation = [0.0, -0.0580, -0.1122], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.2847, 0.4433]. Recommendation = [0.0, -0.0580, -0.1122], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0535, 0.1944]. Recommendation = [0.0, -0.0580, -0.1122], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.2454, -0.0639]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.0580, -0.1122]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4615, 0.0616]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.7077, 0.6400]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5163, 0.8121]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.8467, 0.1512]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5891, 0.4853]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1014, 0.1649]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1470, -0.1778]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.8000, 0.3803]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.2943, -0.3941]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.0190, -0.3801]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.1869, 0.3851]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.2289, 0.0212]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.2231, 0.2083]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.1989, -0.1072]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4845, -0.0676]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.0979, 0.9591]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5220, 0.3714]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.3628, 0.1254]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0502, 0.3548]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1819, -0.3243]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5396, 0.6441]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.7259, 0.0007]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1756, -0.0943]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1687, 0.3310]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.8637, 0.5154]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.5487, 0.2712]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.1959, -0.1885]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.2255, 0.5881]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0355, 0.5000]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.0819, -0.1592]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.7159, 0.3786]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.7521, 0.8646]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.8548, 0.6966]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.7440, -0.3586]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.1528, 0.2588]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4012, 0.6771]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.3580, 0.1166]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.3403, 0.3321]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.3277, -0.0977]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.6815, 0.7611]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.4809, 1.2685]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -1.0750, 0.2305]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.3773, -0.0019]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, 0.2908, 0.1736]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.1411, -0.3488] = 441.9650, sampling [1.0, -0.1409, 0.4658]. Recommendation = [0.0, -0.0310, -0.1003], Current Cost = 5067.00, Rho = 1.000
