(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3773, 0.2443]. Recommendation = [0.0, 0.4106, -0.4671], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.1423, 0.5602]. Recommendation = [0.0, 0.3773, 0.2443], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3499, -0.0452]. Recommendation = [0.0, 0.3773, 0.2443], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6088, 0.0881]. Recommendation = [0.0, 0.3773, 0.2443], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5538, 0.4511]. Recommendation = [0.0, 0.4166, 0.0620], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.1966, 0.1846]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3711, 0.4861]. Recommendation = [0.0, 0.4166, 0.0620], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5398, 0.2369]. Recommendation = [0.0, 0.4166, 0.0620], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.4166, 0.0620]. Recommendation = [0.0, 0.4166, 0.0620], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6383, -0.1678]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.7180, 0.3158]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.4581, 0.8074]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.0188, 0.8432]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.1568, 0.0008]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.0686, 0.3383]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6978, 0.5474]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3018, -0.2703]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.8833, 0.1586]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.4690, 0.4031]. Recommendation = [0.0, 0.4146, 0.2288], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.0340, 0.1383]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3979, -0.1039]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.8142, 0.5021]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.1136, 0.1722]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.4979, 0.0452]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6829, 0.7434]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.7355, 0.6355]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5356, 0.1713]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.8891, 0.6697]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.9155, 0.3635]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1152, 0.4404]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6159, 0.1660]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.7869, 0.8509]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.9679, 0.7841]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.9714, 0.6770]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.0852, -0.1584]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1966, 0.0735]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1192, -0.0670]. Recommendation = [0.0, -0.0315, 0.1336], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.0315, 0.1336]. Recommendation = [0.0, -0.0315, 0.1336], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1606, 0.3039]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.9077, 0.8855]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.6660, 0.9245]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 1.1467, 0.5827]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5011, -0.2075]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5802, -0.0178]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.4146, 0.2288]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.3092, 0.6527]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2515, 0.5687]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2621, 0.2486]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.0744, -0.2267]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.2219, -0.4884]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2719, -0.0103]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2869, 0.1812]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2743, 0.4080]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.2325, -0.2549]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.5775, 0.7559]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.7800, 0.2706]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1920, -0.4446]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, -0.1709, -0.2895]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.0228, -0.6012]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.0144, 0.4717]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.9032, 1.0238]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.4106, -0.4671] = 415.5438, sampling [1.0, 0.8169, 1.0661]. Recommendation = [0.0, 0.6978, 0.5474], Current Cost = 5066.00, Rho = 1.000
