(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.3451, -0.8290]. Recommendation = [0.0, -0.5441, -1.0754], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1993, -0.8451]. Recommendation = [0.0, -0.3451, -0.8290], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1826, -0.6919]. Recommendation = [0.0, -0.1993, -0.8451], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1740, -0.5247]. Recommendation = [0.0, -0.1826, -0.6919], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0135, -0.5864]. Recommendation = [0.0, -0.1740, -0.5247], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0966, -0.5029]. Recommendation = [0.0, -0.1740, -0.5247], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0768, -0.6332]. Recommendation = [0.0, -0.0966, -0.5029], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0832, -0.3793]. Recommendation = [0.0, -0.0966, -0.5029], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.0433, -0.4554]. Recommendation = [0.0, -0.0832, -0.3793], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0218, -0.1560]. Recommendation = [0.0, -0.0832, -0.3793], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1678, -0.2467]. Recommendation = [0.0, -0.0218, -0.1560], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0620, -0.2942]. Recommendation = [0.0, -0.0218, -0.1560], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1499, -0.2186]. Recommendation = [0.0, -0.0218, -0.1560], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0187, -0.0381]. Recommendation = [0.0, -0.0218, -0.1560], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1238, -0.1332]. Recommendation = [0.0, -0.0187, -0.0381], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1804, -0.0895]. Recommendation = [0.0, -0.0187, -0.0381], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.0353, 0.0731]. Recommendation = [0.0, -0.0187, -0.0381], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1898, 0.0884]. Recommendation = [0.0, -0.0187, -0.0381], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.0017, 0.2168]. Recommendation = [0.0, 0.1898, 0.0884], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1361, 0.2521]. Recommendation = [0.0, 0.1898, 0.0884], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.2303, 0.0470]. Recommendation = [0.0, 0.0543, 0.1463], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.1597, 0.2249]. Recommendation = [0.0, 0.0543, 0.1463], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.0543, 0.1463]. Recommendation = [0.0, 0.0543, 0.1463], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0936, 0.3940]. Recommendation = [0.0, 0.0153, 0.1006], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.0010, 0.3113]. Recommendation = [0.0, 0.0153, 0.1006], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.2831, -0.3110]. Recommendation = [0.0, 0.0153, 0.1006], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.3608, -0.0807]. Recommendation = [0.0, 0.0153, 0.1006], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, -0.2943, 0.1383]. Recommendation = [0.0, 0.1898, 0.0884], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.2641, -0.0481]. Recommendation = [0.0, -0.2619, 0.1287], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.2599, -0.2047]. Recommendation = [0.0, 0.1970, -0.0409], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.2693, 0.2493]. Recommendation = [0.0, 0.1970, -0.0409], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1935, 0.4648]. Recommendation = [0.0, 0.1970, -0.0409], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.1714, 0.3389]. Recommendation = [0.0, 0.1970, -0.0409], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.5441, -1.0754] = 265.8225, sampling [1.0, 0.3751, 0.1710]. Recommendation = [0.0, 0.1970, -0.0409], Current Cost = 5038.00, Rho = 1.000
