(iter 5) [0.0, -0.9989, -0.3151] = 279.9337, sampling [0.0, 0.3477, 0.3093]. Recommendation = [0.0, -0.9989, -0.3151], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3477, 0.3093] = 452.3235, sampling [0.0, 0.6192, 0.7094]. Recommendation = [0.0, 0.3477, 0.3093], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3477, 0.3093] = 452.3235, sampling [0.0, 0.0576, 0.6447]. Recommendation = [0.0, 0.3477, 0.3093], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.3477, 0.3093] = 452.3235, sampling [0.0, 0.8947, 0.3570]. Recommendation = [0.0, 0.3477, 0.3093], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.3477, 0.3093] = 452.3235, sampling [0.0, -0.0575, 0.0272]. Recommendation = [0.0, 0.4787, 0.4952], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 0.3908, -0.0759]. Recommendation = [0.0, -0.0575, 0.0272], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 0.9316, 1.1432]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 0.4583, 1.0968]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 1.0891, 0.8012]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 1.4552, 1.2926]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 0.0910, 0.2504]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 1.0543, 1.7010]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 16000.00, Rho = -1.230
(iter 9) [0.0, -0.0575, 0.0272] = 455.1248, sampling [0.0, 0.5391, 0.2401]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.5391, 0.2401] = 455.8322, sampling [0.0, 0.6487, 1.5040]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.5391, 0.2401] = 455.8322, sampling [0.0, 1.5360, 0.7390]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, 0.5391, 0.2401] = 455.8322, sampling [0.0, -0.3371, 0.3514]. Recommendation = [0.0, 0.1547, 0.1404], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, 0.5391, 0.2401] = 455.8322, sampling [0.0, -0.4084, -0.1144]. Recommendation = [0.0, 0.5391, 0.2401], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, 0.5391, 0.2401] = 455.8322, sampling [0.0, 0.0102, -0.3222]. Recommendation = [0.0, -0.0690, 0.1887], Current Cost = 22000.00, Rho = -1.230
