(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.2411, -0.0282]. Recommendation = [0.0, 0.0131, -0.2372], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.2816, 0.2805]. Recommendation = [0.0, 0.2411, -0.0282], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.0670, 0.1665]. Recommendation = [0.0, 0.2411, -0.0282], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.3031, 0.6770]. Recommendation = [0.0, 0.2411, -0.0282], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.5398, 0.2105]. Recommendation = [0.0, 0.2411, -0.0282], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.5837, 0.5021]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.4803, -0.0817]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.4537, 0.3718]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.2105, -0.1664]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.4230, 0.0760]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.6084, 0.8351]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.1581, 0.3987]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.3594, 1.0593]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.2709, 0.1409]. Recommendation = [0.0, 0.2709, 0.1409], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0131, -0.2372] = 449.6920, sampling [1.0, 0.7451, 0.3523]. Recommendation = [0.0, 0.3745, 0.0432], Current Cost = 5019.00, Rho = 1.000
