(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.1741, -0.1160]. Recommendation = [0.0, -1.0165, 0.1341], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.0939, -0.3732]. Recommendation = [0.0, -0.1741, -0.1160], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.4753, -0.1837]. Recommendation = [0.0, -0.1741, -0.1160], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.3695, 0.1747]. Recommendation = [0.0, -0.1741, -0.1160], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.1275, -0.0050]. Recommendation = [0.0, -0.3664, -0.0158], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.0624, 0.1137]. Recommendation = [0.0, -0.0310, -0.0624], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.1566, -0.2714]. Recommendation = [0.0, -0.0310, -0.0624], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.3664, -0.0158]. Recommendation = [0.0, -0.0310, -0.0624], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0041, -0.1724]. Recommendation = [0.0, -0.0310, -0.0624], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.5939, 0.0746]. Recommendation = [0.0, -0.1133, 0.0001], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0035, 0.3442]. Recommendation = [0.0, -0.1133, 0.0001], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.2244, 0.0576]. Recommendation = [0.0, -0.2244, 0.0576], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.3473, 0.3581]. Recommendation = [0.0, -0.0094, 0.0117], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.2213, 0.1574]. Recommendation = [0.0, -0.0094, 0.0117], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0501, 0.1904]. Recommendation = [0.0, 0.0225, 0.0524], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.0094, 0.0117]. Recommendation = [0.0, -0.0094, 0.0117], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.5788, 0.3143]. Recommendation = [0.0, 0.1230, 0.0645], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.4202, -0.2145]. Recommendation = [0.0, 0.1230, 0.0645], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.2300, -0.4346]. Recommendation = [0.0, 0.1230, 0.0645], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.4160, 0.0851]. Recommendation = [0.0, 0.1230, 0.0645], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.3043, 0.3319]. Recommendation = [0.0, 0.1627, 0.0347], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.1699, 0.5425]. Recommendation = [0.0, 0.1627, 0.0347], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.3012, -0.1429]. Recommendation = [0.0, 0.1627, 0.0347], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.3873, 0.2068]. Recommendation = [0.0, 0.1627, 0.0347], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.2367, 0.5584]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.1133, 0.0001]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.5311, 0.5374]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.4392, 0.3617]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.6620, 0.2027]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.2832, -0.2527]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0887, -0.1531]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.5186, 0.2935]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.5567, 0.0714]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.6667, 0.4266]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.0715, -0.2571]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.4327, 0.3021]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.2793, -0.4456]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.4221, 0.4923]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0988, 0.1225]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.5685, 0.4503]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0375, -0.4312]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.6469, -0.0859]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, -0.0310, -0.0624]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.0086, 0.5264]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.5540, 0.4668]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -1.0165, 0.1341] = 371.3962, sampling [1.0, 0.6553, 0.2992]. Recommendation = [0.0, 0.3745, 0.1054], Current Cost = 5050.00, Rho = 1.000
