(iter 5) [0.0, -0.2570, -0.0722] = 452.8080, sampling [0.0, -0.0307, -0.0277]. Recommendation = [0.0, -0.2570, -0.0722], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0307, -0.0277] = 455.1555, sampling [0.0, -0.0025, -0.2803]. Recommendation = [0.0, -0.0307, -0.0277], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0307, -0.0277] = 455.1555, sampling [0.0, -0.1420, -0.1296]. Recommendation = [0.0, -0.0726, -0.1262], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0307, -0.0277] = 455.1555, sampling [0.0, 0.2212, -0.1527]. Recommendation = [0.0, -0.0726, -0.1262], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.0307, -0.0277] = 455.1555, sampling [0.0, 0.1727, -0.0209]. Recommendation = [0.0, -0.0726, -0.1262], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.1727, -0.0209] = 455.3585, sampling [0.0, 0.0139, 0.1393]. Recommendation = [0.0, -0.0726, -0.1262], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.1727, -0.0209] = 455.3585, sampling [0.0, -0.1264, 0.0640]. Recommendation = [0.0, 0.0598, 0.0153], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 0.1727, -0.0209] = 455.3585, sampling [0.0, 0.0598, 0.0153]. Recommendation = [0.0, 0.0598, 0.0153], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.2912, -0.4068]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.4753, -0.1029]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.3843, -0.2274]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.1949, 0.1257]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.2760, -0.0401]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.4881, 0.1530]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.4477, 0.0290]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.3057, 0.3974]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.0848, 0.4356]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.0945, 0.2586]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.3127, 0.2375]. Recommendation = [0.0, -0.1021, 0.0035], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.2002, 0.1127]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.2425, 0.5092]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 25000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.2209, 0.2933]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 26000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.4822, 0.3246]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 27000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.0411, 0.4603]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 28000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.3932, 0.1350]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 29000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.4643, 0.3682]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 30000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.4187, 0.2791]. Recommendation = [0.0, 0.2591, 0.0231], Current Cost = 31000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.1851, 0.6696]. Recommendation = [0.0, 0.2591, 0.0231], Current Cost = 32000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.3877, 0.4568]. Recommendation = [0.0, 0.2591, 0.0231], Current Cost = 33000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, -0.0726, -0.1262]. Recommendation = [0.0, 0.2591, 0.0231], Current Cost = 34000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.7653, 0.0072]. Recommendation = [0.0, 0.2591, 0.0231], Current Cost = 35000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.5698, -0.2956]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 36000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.5011, 0.5071]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 37000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.7252, 0.2239]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 38000.00, Rho = -1.230
(iter 12) [0.0, 0.0598, 0.0153] = 455.4024, sampling [0.0, 0.5454, 0.2509]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 39000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.6288, 0.4522]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 40000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.3902, 0.3727]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 41000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.1917, 0.7782]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 42000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.1771, -0.0528]. Recommendation = [0.0, -0.1771, -0.0528], Current Cost = 43000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.4384, 0.6268]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 44000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.2032, 0.5334]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 45000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.3476, -0.2308]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 46000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.1552, -0.3274]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 47000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5642, -0.0327]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 48000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5190, 0.2087]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 49000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.0613, -0.3618]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 50000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.2845, -0.1472]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 51000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.6718, 0.3497]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 52000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5271, 0.5174]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 53000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5961, 0.2874]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 54000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.7766, 0.1768]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 55000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5038, 0.6889]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 56000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.6939, 0.5429]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 57000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.6343, 0.4907]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 58000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.2591, 0.0231]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 59000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.1368, 0.1677]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 60000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.4042, 0.5511]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 61000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, 0.7739, 0.3399]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 62000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.7234, 0.0486]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 63000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.5560, -0.1826]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 64000.00, Rho = -1.230
(iter 39) [0.0, 0.5454, 0.2509] = 455.8764, sampling [0.0, -0.8381, 0.3323]. Recommendation = [0.0, 0.5173, 0.2979], Current Cost = 65000.00, Rho = -1.230
