(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.0625, 0.1781]. Recommendation = [0.0, 0.1938, -0.3985], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.4802, 0.7676]. Recommendation = [0.0, -0.0625, 0.1781], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.5330, 0.2133]. Recommendation = [0.0, -0.0625, 0.1781], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.0080, 0.5848]. Recommendation = [0.0, -0.5330, 0.2133], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, 0.3501, 0.1497]. Recommendation = [0.0, -0.3560, 0.3122], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.2311, -0.1288]. Recommendation = [0.0, 0.0410, 0.1172], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.2513, 0.3854]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.9608, 0.7063]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.7199, 0.5073]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.7049, 1.0567]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, 0.0317, -0.1279]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.2442, 1.1852]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.8990, 0.0850]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, -0.5646, -0.1907]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, 0.3037, -0.1058]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, 0.4056, 0.5149]. Recommendation = [0.0, -0.0537, 0.0190], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1938, -0.3985] = 436.6369, sampling [1.0, 0.1999, 0.2835]. Recommendation = [0.0, 0.0410, 0.1172], Current Cost = 5021.00, Rho = 1.000
