(iter 5) [0.0, -0.5576, 0.2453] = 453.4428, sampling [0.0, 0.7333, 0.4685]. Recommendation = [0.0, -0.5576, 0.2453], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.6192, 0.5272]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.0555, 0.4004]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.9100, 1.9160]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.7444, 0.9929]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.5002, 0.8719]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.3875, 1.9786]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.4175, 0.0322]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.3731, 0.6279]. Recommendation = [0.0, 0.5217, 0.4600], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.8956, 1.9758]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.2935, 0.4414]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.8213, 1.4439]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.0499, 0.0143]. Recommendation = [0.0, 0.7333, 0.4685], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.8965, 0.0367]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.3913, 0.3173]. Recommendation = [0.0, 0.4418, 0.2600], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.9612, -1.7321]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 20000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.1150, 1.1173]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 21000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.7148, 1.8142]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 22000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.7974, 0.6199]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 23000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.7195, 1.2917]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 24000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.6247, 1.1145]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 25000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.0839, 1.6192]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 26000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.3410, -0.3152]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 27000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.0122, 0.7960]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 28000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.8260, 0.9589]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 29000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.0655, 0.8018]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 30000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.3292, 1.6664]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 31000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.6063, 1.3612]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 32000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.3617, 1.6256]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 33000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.6850, 0.7056]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 34000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.0703, 1.9887]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 35000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.5765, 0.5725]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 36000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.1440, 1.4784]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 37000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.6781, 0.1437]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 38000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.1584, -0.1010]. Recommendation = [0.0, -0.0200, 0.0611], Current Cost = 39000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.3553, 1.5181]. Recommendation = [0.0, 0.2321, -0.0139], Current Cost = 40000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.7074, -0.2961]. Recommendation = [0.0, 0.2321, -0.0139], Current Cost = 41000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.1745, 0.1737]. Recommendation = [0.0, 0.2321, -0.0139], Current Cost = 42000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.1289, 0.7239]. Recommendation = [0.0, 0.1158, 0.0303], Current Cost = 43000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.3153, 1.9825]. Recommendation = [0.0, 0.1158, 0.0303], Current Cost = 44000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -1.0447, 1.3082]. Recommendation = [0.0, 0.1158, 0.0303], Current Cost = 45000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 1.0166, 1.1637]. Recommendation = [0.0, 0.1158, 0.0303], Current Cost = 46000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.0859, 0.2306]. Recommendation = [0.0, 0.1158, 0.0303], Current Cost = 47000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.2349, -0.2311]. Recommendation = [0.0, 0.2321, -0.0139], Current Cost = 48000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.3568, 0.0117]. Recommendation = [0.0, 0.2321, -0.0139], Current Cost = 49000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.8864, 0.3431]. Recommendation = [0.0, -0.1893, 0.0512], Current Cost = 50000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, -0.3128, 1.1577]. Recommendation = [0.0, -0.1478, -0.0613], Current Cost = 51000.00, Rho = -1.230
(iter 5) [0.0, 0.7333, 0.4685] = 455.7498, sampling [0.0, 0.5255, 0.9536]. Recommendation = [0.0, -0.1478, -0.0613], Current Cost = 52000.00, Rho = -1.230
