(iter 5) [0.0, -0.6148, 0.6008] = 448.7306, sampling [0.0, 0.2188, 0.4385]. Recommendation = [0.0, -0.6148, 0.6008], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.6148, 0.6008] = 448.7306, sampling [0.0, -0.5222, 1.3154]. Recommendation = [0.0, -0.6148, 0.6008], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.6148, 0.6008] = 448.7306, sampling [0.0, -0.1541, 0.8284]. Recommendation = [0.0, -0.6148, 0.6008], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.6148, 0.6008] = 448.7306, sampling [0.0, -1.4011, 1.0406]. Recommendation = [0.0, -0.6148, 0.6008], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.6148, 0.6008] = 448.7306, sampling [0.0, -1.3910, 1.9543]. Recommendation = [0.0, -0.6148, 0.6008], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -1.3910, 1.9543] = 450.5451, sampling [0.0, -0.8343, 1.9986]. Recommendation = [0.0, -1.3910, 1.9543], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -1.3910, 1.9543] = 450.5451, sampling [0.0, -1.9773, 1.8153]. Recommendation = [0.0, -1.3910, 1.9543], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -1.3910, 1.9543] = 450.5451, sampling [0.0, 0.6572, 0.5747]. Recommendation = [0.0, -1.3910, 1.9543], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.6572, 0.5747] = 454.1438, sampling [0.0, 0.6660, 1.9917]. Recommendation = [0.0, 0.6572, 0.5747], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.6572, 0.5747] = 454.1438, sampling [0.0, -0.2588, 0.1477]. Recommendation = [0.0, 0.6572, 0.5747], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.6572, 0.5747] = 454.1438, sampling [0.0, 0.3096, 0.0269]. Recommendation = [0.0, 0.6572, 0.5747], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, -0.9327, 0.9735]. Recommendation = [0.0, 0.4288, 0.2916], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, -1.1129, 1.4634]. Recommendation = [0.0, 0.4288, 0.2916], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, -1.0258, 0.3637]. Recommendation = [0.0, 0.4288, 0.2916], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, 1.0838, 1.0021]. Recommendation = [0.0, 0.4288, 0.2916], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, 1.6228, 1.6295]. Recommendation = [0.0, 0.2754, 0.0913], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, 1.0370, 1.4130]. Recommendation = [0.0, 0.2754, 0.0913], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.3096, 0.0269] = 455.3471, sampling [0.0, 1.0404, 0.5923]. Recommendation = [0.0, 0.2754, 0.0913], Current Cost = 22000.00, Rho = -1.230
