(iter 5) [0.0, 0.6099, -0.1317] = 430.7755, sampling [0.0, 0.5008, 0.2692]. Recommendation = [0.0, 0.6099, -0.1317], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.5008, 0.2692] = 456.0168, sampling [0.0, 0.8322, 0.5862]. Recommendation = [0.0, 0.5008, 0.2692], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.5008, 0.2692] = 456.0168, sampling [0.0, 0.4931, 1.1398]. Recommendation = [0.0, 0.5008, 0.2692], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.5008, 0.2692] = 456.0168, sampling [0.0, 0.5875, 0.5288]. Recommendation = [0.0, 0.5008, 0.2692], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.5008, 0.2692] = 456.0168, sampling [0.0, 0.8526, 0.2092]. Recommendation = [0.0, 0.5008, 0.2692], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.5008, 0.2692] = 456.0168, sampling [0.0, 0.9803, 0.9595]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.6251, 0.7991]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 1.3246, 0.6864]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.9857, 1.4730]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.3340, 1.7402]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 1.2322, 1.2382]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.9206, 1.2174]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.1525, 0.3273]. Recommendation = [0.0, 0.6129, 0.2920], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.4093, 0.0396]. Recommendation = [0.0, 0.5371, 0.4078], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, -0.1261, 0.8769]. Recommendation = [0.0, 0.5084, 0.1391], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 1.5855, 1.5743]. Recommendation = [0.0, 0.5084, 0.1391], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.7228, 0.3728]. Recommendation = [0.0, 0.5084, 0.1391], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.5682, 0.1295]. Recommendation = [0.0, 0.5084, 0.1391], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, 0.9803, 0.9595] = 456.2994, sampling [0.0, 0.8117, 0.7960]. Recommendation = [0.0, 0.5084, 0.1391], Current Cost = 23000.00, Rho = -1.230
